"PlayerName","Team","POS","ADP","PA","rPTS","PTS","aPOS","Dollars"
"Matt Carpenter","Cardinals","1B/3B","75.2","628","851.8","($60.3)","$60.3","$1.0"
"Buster Posey","Giants","C","145.7","520","638.6","($282.6)","$282.6","$1.0"
"Manny Machado","Padres","SS","21.3","636","923.6","$14.6","($15.0)","$0.5"
"Khris Davis","Athletics","DH","44.8","636","902.5","($7.5)","$0.0","($6.5)"
"Juan Soto","Nationals","OF","34.7","603","900.7","($9.3)","$1.4","($6.9)"
"Eugenio Suarez","Reds","3B","55.4","625","840.6","($72.0)","$60.3","($10.7)"
"Matt Chapman","Athletics","3B","109.1","626","834.8","($78.0)","$60.3","($16.7)"
"Nelson Cruz","Twins","DH","95.9","597","884.8","($25.9)","$0.0","($24.9)"
"Daniel Murphy","Rockies","2B","63.2","601","827.3","($85.8)","$59.8","($25.1)"
"Rougned Odor","Rangers","2B","124.0","621","826.0","($87.2)","$59.8","($26.4)"
"Anthony Rendon","Nationals","3B","42.5","595","824.4","($88.9)","$60.3","($27.6)"
"Carlos Santana","Indians","1B","200.8","629","854.1","($57.9)","$18.8","($38.1)"
"Ozzie Albies","Braves","2B","64.0","617","806.9","($107.1)","$59.8","($46.3)"
"Starling Marte","Pirates","OF","36.1","611","861.7","($50.0)","$1.4","($47.6)"
"Jose Abreu","White Sox","1B","87.1","614","839.0","($73.6)","$18.8","($53.8)"
"Justin Turner","Dodgers","3B","105.8","588","797.3","($117.1)","$60.3","($55.8)"
"Willson Contreras","Cubs","C","129.7","468","583.5","($340.2)","$282.6","($56.5)"
"Andrew McCutchen","Phillies","OF","130.5","601","853.1","($58.9)","$1.4","($56.5)"
"Yadier Molina","Cardinals","C","143.7","497","583.2","($340.4)","$282.6","($56.8)"
"Yasiel Puig","Reds","OF","62.8","572","848.2","($64.0)","$1.4","($61.6)"
"Wil Myers","Padres","3B/OF","100.8","596","788.8","($126.0)","$60.3","($64.7)"
"Nicholas Castellanos","Tigers","OF","96.0","638","844.6","($67.8)","$1.4","($65.4)"
"Joey Gallo","Rangers","1B/OF","99.8","571","843.2","($69.3)","$1.4","($66.9)"
"Travis Shaw","Brewers","2B/3B","96.3","591","786.8","($128.1)","$59.8","($67.3)"
"George Springer","Astros","OF","62.0","615","840.4","($72.2)","$1.4","($69.8)"
"Adalberto Mondesi","Royals","SS","38.4","591","853.5","($58.6)","($15.0)","($72.6)"
"Josh Donaldson","Braves","3B","103.5","555","778.8","($136.5)","$60.3","($75.1)"
"Mike Moustakas","Brewers","3B","135.0","570","775.4","($140.0)","$60.3","($78.6)"
"Yoan Moncada","White Sox","2B","151.3","619","773.0","($142.5)","$59.8","($81.7)"
"Eric Hosmer","Padres","1B","176.8","648","808.4","($105.6)","$18.8","($85.8)"
"Josh Bell","Pirates","1B","266.8","623","807.0","($107.1)","$18.8","($87.3)"
"Matt Olson","Athletics","1B","178.0","597","806.6","($107.4)","$18.8","($87.6)"
"Mitch Haniger","Mariners","OF","94.2","639","820.8","($92.7)","$1.4","($90.3)"
"Xander Bogaerts","Red Sox","SS","48.0","616","834.9","($78.0)","($15.0)","($92.0)"
"Robinson Cano","Mets","2B","119.7","604","762.7","($153.2)","$59.8","($92.5)"
"Lorenzo Cain","Brewers","OF","62.5","619","817.1","($96.5)","$1.4","($94.1)"
"Tommy Pham","Rays","OF","58.8","603","816.7","($96.9)","$1.4","($94.5)"
"Shin-Soo Choo","Rangers","OF/DH","295.4","646","816.0","($97.7)","$1.4","($95.3)"
"Vladimir Guerrero Jr.","","3B","56.8","534","756.7","($159.4)","$60.3","($98.1)"
"Brian Anderson","Marlins","3B/OF","315.5","648","754.5","($161.8)","$60.3","($100.4)"
"Jake Lamb","Diamondbacks","3B","290.4","587","750.3","($166.2)","$60.3","($104.8)"
"Mallex Smith","Mariners","OF","107.3","627","806.4","($107.7)","$1.4","($105.3)"
"Marcell Ozuna","Cardinals","OF","83.9","595","805.5","($108.6)","$1.4","($106.2)"
"Michael Conforto","Mets","OF","101.2","601","803.3","($110.9)","$1.4","($108.5)"
"Corey Seager","Dodgers","SS","89.3","608","818.6","($95.0)","($15.0)","($109.0)"
"Eddie Rosario","Twins","OF","82.4","611","800.6","($113.7)","$1.4","($111.3)"
"Justin Upton","Angels","OF","113.8","593","797.1","($117.3)","$1.4","($114.9)"
"Jeimer Candelario","Tigers","3B","495.6","617","740.5","($176.3)","$60.3","($115.0)"
"David Peralta","Diamondbacks","OF","143.8","605","791.0","($123.7)","$1.4","($121.3)"
"Miguel Andujar","Yankees","3B","82.1","557","734.4","($182.7)","$60.3","($121.4)"
"Jean Segura","Phillies","SS","61.8","643","803.4","($110.8)","($15.0)","($124.8)"
"Jorge Polanco","Twins","SS","227.1","637","797.0","($117.4)","($15.0)","($131.5)"
"Kyle Schwarber","Cubs","OF","211.2","550","779.2","($136.0)","$1.4","($133.6)"
"Justin Smoak","Blue Jays","1B","230.7","581","760.8","($155.2)","$18.8","($135.4)"
"Stephen Piscotty","Athletics","OF","156.8","605","776.0","($139.3)","$1.4","($136.9)"
"Corey Dickerson","Pirates","OF","200.9","605","775.6","($139.8)","$1.4","($137.4)"
"Rafael Devers","Red Sox","3B","135.9","534","718.6","($199.3)","$60.3","($137.9)"
"Wilson Ramos","Mets","C","126.9","420","504.6","($422.5)","$282.6","($138.8)"
"Tucker Barnhart","Reds","C","267.4","461","500.5","($426.7)","$282.6","($143.0)"
"Cesar Hernandez","Phillies","2B","186.9","606","714.0","($204.0)","$59.8","($143.2)"
"Nomar Mazara","Rangers","OF","159.6","597","769.4","($146.3)","$1.4","($143.9)"
"David Dahl","Rockies","OF","68.3","571","769.1","($146.5)","$1.4","($144.1)"
"Randal Grichuk","Blue Jays","OF","237.8","563","768.9","($146.8)","$1.4","($144.4)"
"Max Kepler","Twins","OF","216.7","596","768.0","($147.7)","$1.4","($145.3)"
"Mike Zunino","Rays","C","235.3","426","498.0","($429.3)","$282.6","($145.6)"
"Brian Dozier","Nationals","2B","144.1","544","710.4","($207.7)","$59.8","($147.0)"
"Starlin Castro","Marlins","2B","438.8","638","708.7","($209.6)","$59.8","($148.8)"
"Max Muncy","Dodgers","1B/3B","124.1","546","704.9","($213.5)","$60.3","($152.1)"
"Eloy Jimenez","White Sox","OF","999.0","560","759.8","($156.2)","$1.4","($153.8)"
"Jurickson Profar","Athletics","1B/3B/SS","134.1","637","773.1","($142.3)","($15.0)","($156.4)"
"Maikel Franco","Phillies","3B","279.2","542","700.7","($217.8)","$60.3","($156.5)"
"Carlos Correa","Astros","SS","50.0","566","773.0","($142.5)","($15.0)","($156.5)"
"Danny Jansen","Blue Jays","C","173.8","399","487.4","($440.4)","$282.6","($156.7)"
"Trey Mancini","Orioles","1B/OF","253.4","620","755.7","($160.5)","$1.4","($158.1)"
"Jesus Aguilar","Brewers","1B","83.4","573","738.8","($178.2)","$18.8","($158.4)"
"Brandon Belt","Giants","1B","438.0","573","735.2","($181.9)","$18.8","($162.1)"
"Evan Longoria","Giants","3B","508.5","584","695.3","($223.5)","$60.3","($162.1)"
"Jake Bauers","Indians","1B/OF","230.4","568","751.3","($165.1)","$1.4","($162.7)"
"Victor Robles","Nationals","OF","83.2","562","749.0","($167.5)","$1.4","($165.1)"
"Marcus Semien","Athletics","SS","239.1","623","764.3","($151.6)","($15.0)","($165.6)"
"Miguel Sano","Twins","3B","342.0","527","691.0","($228.0)","$60.3","($166.6)"
"Adam Frazier","Pirates","2B/OF","375.2","596","690.3","($228.8)","$59.8","($168.0)"
"Ender Inciarte","Braves","OF","140.8","613","743.5","($173.3)","$1.4","($170.9)"
"Jason Kipnis","Indians","2B","527.9","574","682.0","($237.4)","$59.8","($176.6)"
"Jose Peraza","Reds","SS","96.0","620","752.9","($163.5)","($15.0)","($177.5)"
"Jorge Soler","Royals","OF","313.0","577","736.4","($180.7)","$1.4","($178.3)"
"Aaron Hicks","Yankees","OF","139.0","556","736.2","($180.9)","$1.4","($178.5)"
"Michael Brantley","Astros","OF","119.5","565","731.3","($186.0)","$1.4","($183.6)"
"Kole Calhoun","Angels","OF","474.9","605","730.8","($186.5)","$1.4","($184.1)"
"Tim Anderson","White Sox","SS","137.6","620","744.7","($172.0)","($15.0)","($186.0)"
"Brandon Nimmo","Mets","OF","174.8","585","728.6","($188.8)","$1.4","($186.4)"
"Miguel Cabrera","Tigers","1B","151.4","523","711.4","($206.7)","$18.8","($186.9)"
"Edwin Encarnacion","Mariners","1B/DH","139.9","528","706.5","($211.9)","$18.8","($192.1)"
"Ryan Braun","Brewers","OF","193.2","509","720.7","($197.1)","$1.4","($194.7)"
"C.J. Cron","Twins","1B/DH","246.2","526","703.2","($215.3)","$18.8","($195.6)"
"Zack Cozart","Angels","3B","568.4","575","658.8","($261.5)","$60.3","($200.2)"
"A.J. Pollock","Dodgers","OF","110.7","545","714.4","($203.6)","$1.4","($201.2)"
"Eduardo Escobar","Diamondbacks","3B/SS","182.1","611","729.0","($188.4)","($15.0)","($202.4)"
"Yonder Alonso","White Sox","1B","362.2","580","695.9","($222.9)","$18.8","($203.1)"
"Shohei Ohtani","Angels","DH","214.6","473","712.5","($205.5)","$0.0","($204.5)"
"Dee Gordon","Mariners","2B/OF","105.6","559","654.8","($265.7)","$59.8","($205.0)"
"Gleyber Torres","Yankees","2B/SS","68.4","557","722.6","($195.0)","($15.0)","($209.0)"
"Franmil Reyes","Padres","OF","219.3","551","702.0","($216.6)","$1.4","($214.2)"
"Ketel Marte","Diamondbacks","2B/SS","227.0","580","717.1","($200.8)","($15.0)","($214.8)"
"Jesse Winker","Reds","OF","189.2","551","701.3","($217.2)","$1.4","($214.8)"
"Domingo Santana","Mariners","OF","186.5","569","700.6","($218.0)","$1.4","($215.6)"
"Jed Lowrie","Mets","2B","401.4","566","643.5","($277.5)","$59.8","($216.8)"
"Ryan O'Hearn","Royals","1B","434.0","568","681.2","($238.3)","$18.8","($218.5)"
"Ian Desmond","Rockies","1B/OF","146.2","516","693.7","($225.2)","$1.4","($222.8)"
"Jorge Alfaro","Marlins","C","248.7","404","422.6","($507.9)","$282.6","($224.3)"
"Adam Jones","Diamondbacks","OF","391.8","584","689.9","($229.1)","$1.4","($226.7)"
"Alex Gordon","Royals","OF","571.1","602","689.6","($229.5)","$1.4","($227.1)"
"Jonathan Schoop","Twins","2B","188.9","503","633.0","($288.5)","$59.8","($227.8)"
"Wilmer Flores","Diamondbacks","1B","421.0","525","668.5","($251.5)","$18.8","($231.7)"
"Kevin Kiermaier","Rays","OF","383.4","555","683.3","($236.1)","$1.4","($233.7)"
"Adam Eaton","Nationals","OF","196.1","547","682.3","($237.1)","$1.4","($234.7)"
"Jackie Bradley Jr.","Red Sox","OF","214.9","532","682.0","($237.4)","$1.4","($235.0)"
"Martin Maldonado","Royals","C","553.2","394","411.6","($519.4)","$282.6","($235.8)"
"Joc Pederson","Dodgers","OF","411.7","473","679.9","($239.6)","$1.4","($237.2)"
"Billy Hamilton","Royals","OF","159.7","553","679.2","($240.3)","$1.4","($237.9)"
"Andrelton Simmons","Angels","SS","254.5","595","694.9","($224.0)","($15.0)","($238.0)"
"Willy Adames","Rays","SS","271.3","601","693.4","($225.5)","($15.0)","($239.5)"
"Enrique Hernandez","Dodgers","2B/SS/OF","304.4","546","692.7","($226.2)","($15.0)","($240.2)"
"Peter Alonso","Mets","1B","999.0","503","656.7","($263.8)","$18.8","($244.0)"
"Francisco Cervelli","Pirates","C","261.6","345","401.5","($529.9)","$282.6","($246.3)"
"Christin Stewart","Tigers","OF/DH","426.6","524","671.1","($248.8)","$1.4","($246.4)"
"Paul DeJong","Cardinals","SS","179.8","547","684.5","($234.8)","($15.0)","($248.8)"
"Yolmer Sanchez","White Sox","3B","576.4","543","610.9","($311.6)","$60.3","($250.2)"
"Ryan McMahon","Rockies","1B","319.4","519","650.1","($270.7)","$18.8","($250.9)"
"Luis Urias","Padres","2B","508.3","577","609.4","($313.2)","$59.8","($252.4)"
"Harrison Bader","Cardinals","OF","198.4","550","665.0","($255.1)","$1.4","($252.7)"
"Omar Narvaez","Mariners","C","271.2","375","395.0","($536.7)","$282.6","($253.1)"
"Ramon Laureano","Athletics","OF","189.5","529","663.4","($256.8)","$1.4","($254.4)"
"Austin Meadows","Rays","OF","183.2","515","663.1","($257.1)","$1.4","($254.7)"
"Renato Nunez","Orioles","3B","572.3","516","605.0","($317.7)","$60.3","($256.4)"
"Ronald Guzman","Rangers","1B","510.2","542","644.1","($276.9)","$18.8","($257.1)"
"Carlos Gonzalez","Indians","OF","566.4","522","660.1","($260.2)","$1.4","($257.8)"
"Tyler White","Astros","1B/DH","286.2","509","641.0","($280.2)","$18.8","($260.4)"
"Joey Wendle","Rays","2B/3B","225.0","539","597.5","($325.5)","$59.8","($264.7)"
"Amed Rosario","Mets","SS","143.0","563","668.2","($251.8)","($15.0)","($265.9)"
"Niko Goodrum","Tigers","1B/2B","317.8","504","595.2","($327.9)","$59.8","($267.2)"
"Nick Markakis","Braves","OF","328.4","561","647.9","($272.9)","$1.4","($270.5)"
"Brandon Crawford","Giants","SS","558.0","575","659.8","($260.6)","($15.0)","($274.6)"
"Kendrys Morales","Athletics","DH","559.2","504","643.4","($277.6)","$0.0","($276.6)"
"Chris Iannetta","Rockies","C","466.0","295","371.6","($561.1)","$282.6","($277.5)"
"Ian Happ","Cubs","3B/OF","382.2","443","580.7","($343.0)","$60.3","($281.7)"
"Yuli Gurriel","Astros","1B/3B","200.9","484","579.6","($344.2)","$60.3","($282.9)"
"Grayson Greiner","Tigers","C","561.8","345","366.2","($566.7)","$282.6","($283.1)"
"Jeff McNeil","Mets","2B","298.1","485","579.3","($344.5)","$59.8","($283.8)"
"Odubel Herrera","Phillies","OF","261.2","518","633.6","($287.8)","$1.4","($285.4)"
"Steven Duggar","Giants","OF","565.9","582","633.6","($287.9)","$1.4","($285.5)"
"Tyler Flowers","Braves","C","526.2","311","359.6","($573.7)","$282.6","($290.1)"
"Ryan Zimmerman","Nationals","1B","423.7","462","610.8","($311.6)","$18.8","($291.8)"
"Jason Castro","Twins","C","587.2","327","357.8","($575.5)","$282.6","($291.9)"
"Jung Ho Kang","Pirates","3B","368.0","430","570.1","($354.1)","$60.3","($292.8)"
"Chris Taylor","Dodgers","SS/OF","252.5","535","642.0","($279.1)","($15.0)","($293.1)"
"Mark Trumbo","Orioles","DH","565.8","503","625.1","($296.7)","$0.0","($295.7)"
"Welington Castillo","White Sox","C","211.1","310","352.7","($580.8)","$282.6","($297.2)"
"Kyle Seager","Mariners","3B","483.9","463","565.1","($359.3)","$60.3","($298.0)"
"Chris Davis","Orioles","1B","587.1","507","600.7","($322.2)","$18.8","($302.4)"
"John Hicks","Tigers","C/1B","385.7","318","347.1","($586.7)","$282.6","($303.0)"
"Ben Zobrist","Cubs","2B/OF","537.9","466","560.1","($364.6)","$59.8","($303.8)"
"Byron Buxton","Twins","OF","140.1","482","615.7","($306.5)","$1.4","($304.2)"
"Scott Schebler","Reds","OF","487.4","490","615.4","($306.9)","$1.4","($304.5)"
"Nick Ahmed","Diamondbacks","SS","565.8","565","623.0","($298.9)","($15.0)","($312.9)"
"Luke Voit","Yankees","1B","174.1","454","588.9","($334.5)","$18.8","($314.7)"
"DJ LeMahieu","Yankees","2B","312.4","478","547.9","($377.3)","$59.8","($316.5)"
"Joe Panik","Giants","2B","588.6","479","545.0","($380.2)","$59.8","($319.5)"
"Marwin Gonzalez","Twins","1B/2B/SS/OF","237.1","497","615.8","($306.5)","($15.0)","($320.5)"
"Francisco Mejia","Padres","C/DH","237.2","305","329.5","($605.0)","$282.6","($321.4)"
"Austin Hedges","Padres","C","321.6","293","325.6","($609.1)","$282.6","($325.5)"
"Kolten Wong","Cardinals","2B","579.3","443","535.0","($390.7)","$59.8","($330.0)"
"Kevin Pillar","Giants","OF","379.5","499","589.9","($333.5)","$1.4","($331.1)"
"Austin Barnes","Dodgers","C","308.6","280","320.1","($614.9)","$282.6","($331.2)"
"Robinson Chirinos","Astros","C","237.5","277","315.2","($620.0)","$282.6","($336.4)"
"David Fletcher","Angels","2B/3B","586.4","484","522.6","($403.6)","$59.8","($342.9)"
"Jonathan Lucroy","Angels","C","316.3","278","303.0","($632.7)","$282.6","($349.1)"
"Daniel Palka","White Sox","OF/DH","386.5","450","569.9","($354.3)","$1.4","($352.0)"
"Josh Phegley","Athletics","C","598.6","274","298.7","($637.2)","$282.6","($353.5)"
"Alex Avila","Diamondbacks","C","600.8","263","296.2","($639.8)","$282.6","($356.2)"
"Jason Heyward","Cubs","OF","580.8","483","565.7","($358.7)","$1.4","($356.3)"
"Hunter Renfroe","Padres","OF","217.7","447","565.2","($359.2)","$1.4","($356.8)"
"Lewis Brinson","Marlins","OF","424.6","500","562.0","($362.5)","$1.4","($360.1)"
"Orlando Arcia","Brewers","SS","547.4","512","574.6","($349.4)","($15.0)","($363.4)"
"Asdrubal Cabrera","Rangers","2B/3B/SS","218.8","463","573.0","($351.1)","($15.0)","($365.1)"
"Cedric Mullins II","Orioles","OF","297.6","458","557.2","($367.5)","$1.4","($365.1)"
"Teoscar Hernandez","Blue Jays","OF","418.5","435","552.3","($372.7)","$1.4","($370.3)"
"Nick Senzel","","3B","199.5","376","495.3","($432.1)","$60.3","($370.8)"
"Manuel Margot","Padres","OF","317.2","457","551.3","($373.7)","$1.4","($371.3)"
"Lourdes Gurriel Jr.","Blue Jays","2B/SS","269.5","479","567.0","($357.3)","($15.0)","($371.3)"
"Kurt Suzuki","Nationals","C","347.1","236","276.8","($660.0)","$282.6","($376.4)"
"Josh Harrison","Tigers","2B","521.3","422","484.0","($443.9)","$59.8","($383.1)"
"Ji-Man Choi","Rays","DH","557.1","437","541.3","($384.2)","$0.0","($383.2)"
"Willians Astudillo","Twins","P/C/2B/3B/OF/DH","274.0","219","267.1","($670.2)","$282.6","($386.5)"
"Blake Swihart","Red Sox","C/OF","567.0","244","266.9","($670.3)","$282.6","($386.7)"
"Kevin Plawecki","Indians","C","590.8","238","265.3","($672.0)","$282.6","($388.3)"
"Jeff Mathis","Rangers","C","600.9","274","264.0","($673.4)","$282.6","($389.7)"
"Elvis Andrus","Rangers","SS","184.9","471","548.5","($376.6)","($15.0)","($390.7)"
"Josh Reddick","Astros","OF","558.4","427","531.7","($394.2)","$1.4","($391.8)"
"Jay Bruce","Mariners","1B/OF","283.0","434","530.9","($395.0)","$1.4","($392.6)"
"Dustin Pedroia","Red Sox","2B","584.3","413","474.1","($454.3)","$59.8","($393.5)"
"Dansby Swanson","Braves","SS","520.8","472","545.7","($379.6)","($15.0)","($393.6)"
"Yan Gomes","Nationals","C","211.8","227","254.9","($682.9)","$282.6","($399.3)"
"Carson Kelly","Diamondbacks","C","529.9","239","254.5","($683.3)","$282.6","($399.6)"
"Mitch Moreland","Red Sox","1B","574.8","403","506.2","($420.8)","$18.8","($401.0)"
"Freddy Galvis","Blue Jays","SS","584.4","489","538.5","($387.0)","($15.0)","($401.0)"
"Billy McKinney","Blue Jays","OF","587.7","418","514.8","($411.8)","$1.4","($409.4)"
"Johan Camargo","Braves","3B","501.0","388","451.5","($477.8)","$60.3","($416.4)"
"Brett Gardner","Yankees","OF","389.6","419","507.9","($419.0)","$1.4","($416.6)"
"Matt Duffy","Rays","3B","578.6","394","447.9","($481.6)","$60.3","($420.2)"
"Albert Almora Jr.","Cubs","OF","576.2","460","504.2","($422.8)","$1.4","($420.4)"
"Albert Pujols","Angels","1B/DH","546.1","415","486.7","($441.1)","$18.8","($421.3)"
"Curtis Granderson","Marlins","OF/DH","593.0","434","500.7","($426.5)","$1.4","($424.1)"
"Roberto Perez","Indians","C","597.5","212","230.5","($708.3)","$282.6","($424.7)"
