"PlayerName","Team","POS","ADP","PA","rPTS","PTS","aPOS","Dollars"
"Nick Gordon","","SS","600.7","603","643.0","($262.6)","($31.6)","($293.2)"
"Mitch Walding","Phillies","3B","999.0","473","540.0","($352.6)","$58.3","($293.2)"
"Jordan Luplow","Indians","OF","600.1","489","590.0","($308.9)","$13.8","($294.1)"
"Kevin Smith","","SS","999.0","544","641.0","($264.4)","($31.6)","($295.0)"
"Zach Borenstein","","OF","999.0","486","589.0","($309.8)","$13.8","($295.0)"
"Avisail Garcia","Rays","OF","418.7","488","589.0","($309.8)","$13.8","($295.0)"
"Jalen Miller","","2B","999.0","559","529.0","($362.2)","$65.3","($295.8)"
"Christopher Bostick","Orioles","2B/OF","999.0","505","529.0","($362.2)","$65.3","($295.8)"
"Santiago Espinal","","2B","999.0","529","528.0","($363.0)","$65.3","($296.7)"
"Greg Allen","Indians","OF","308.9","505","587.0","($311.5)","$13.8","($296.7)"
"Wilmer Difo","Nationals","2B/3B","598.9","464","527.0","($363.9)","$65.3","($297.6)"
"Brad Miller","Indians","1B/2B","600.3","416","527.0","($363.9)","$65.3","($297.6)"
"Alen Hanson","Blue Jays","2B/OF","594.2","427","525.0","($365.6)","$65.3","($299.3)"
"Jose Pirela","Padres","2B/OF","600.3","468","524.0","($366.5)","$65.3","($300.2)"
"Sam Hilliard","","OF","999.0","517","582.0","($315.9)","$13.8","($301.1)"
"Denard Span","","OF","600.9","489","582.0","($315.9)","$13.8","($301.1)"
"Logan Forsythe","Rangers","2B","999.0","461","523.0","($367.4)","$65.3","($301.1)"
"Jazz Chisholm","","SS","999.0","515","633.0","($271.4)","($31.6)","($302.0)"
"Steven Duggar","Giants","OF","565.9","517","581.0","($316.8)","$13.8","($302.0)"
"Kean Wong","","2B","999.0","515","521.0","($369.1)","$65.3","($302.8)"
"Kolten Wong","Cardinals","2B","579.3","434","521.0","($369.1)","$65.3","($302.8)"
"Josh Lester","","1B/3B","999.0","505","528.0","($363.0)","$58.3","($303.7)"
"Yonny Hernandez","","2B","999.0","455","520.0","($370.0)","$65.3","($303.7)"
"Ronnie Dawson","","OF","999.0","500","579.0","($318.5)","$13.8","($303.7)"
"Donnie Dewees","","OF","999.0","560","579.0","($318.5)","$13.8","($303.7)"
"Gavin Lux","","2B/SS","999.0","542","630.0","($274.0)","($31.6)","($304.6)"
"Tyler Krieger","","2B","999.0","522","519.0","($370.9)","$65.3","($304.6)"
"Mark Trumbo","Orioles","DH","565.8","488","593.0","($306.3)","$0.0","($305.3)"
"Luis Alexander Basabe","","OF","999.0","513","576.0","($321.1)","$13.8","($306.3)"
"Charles Leblanc","","1B/3B","999.0","508","525.0","($365.6)","$58.3","($306.3)"
"Jedd Gyorko","Cardinals","3B","595.5","432","525.0","($365.6)","$58.3","($306.3)"
"Eguy Rosario","","2B","999.0","534","517.0","($372.6)","$65.3","($306.3)"
"Fernando Tatis Jr.","Padres","SS","999.0","486","627.0","($276.6)","($31.6)","($307.2)"
"Michael Gettys","","OF","999.0","497","575.0","($322.0)","$13.8","($307.2)"
"Adolis Garcia","Cardinals","OF","600.8","484","575.0","($322.0)","$13.8","($307.2)"
"Evan Mendoza","","3B","999.0","545","522.0","($368.3)","$58.3","($308.9)"
"Daniel Johnson","","OF","999.0","485","572.0","($324.6)","$13.8","($309.8)"
"Drew Ellis","","3B","999.0","491","521.0","($369.1)","$58.3","($309.8)"
"Lucas Erceg","","3B","999.0","516","520.0","($370.0)","$58.3","($310.7)"
"Austin Hays","Orioles","OF","539.6","493","571.0","($325.5)","$13.8","($310.7)"
"Kendrys Morales","Athletics","DH","559.2","483","586.0","($312.4)","$0.0","($311.4)"
"Carter Kieboom","","SS","596.7","534","622.0","($281.0)","($31.6)","($311.6)"
"Scott Kingery","Phillies","SS","524.8","548","620.0","($282.7)","($31.6)","($313.3)"
"Billy McKinney","Blue Jays","OF","587.7","499","567.0","($329.0)","$13.8","($314.2)"
"Vince Fernandez","","OF","999.0","488","566.0","($329.9)","$13.8","($315.0)"
"Melky Cabrera","Pirates","OF","600.2","517","566.0","($329.9)","$13.8","($315.0)"
"Kaleb Cowart","Angels","3B","600.8","478","515.0","($374.4)","$58.3","($315.0)"
"Clint Frazier","Yankees","OF/DH","579.3","426","565.0","($330.7)","$13.8","($315.9)"
"Emmanuel Rivera","","3B","999.0","496","513.0","($376.1)","$58.3","($316.8)"
"Ryder Jones","Giants","1B/3B","999.0","493","513.0","($376.1)","$58.3","($316.8)"
"Brandon Marsh","","OF","999.0","547","563.0","($332.5)","$13.8","($317.7)"
"Jesus Sanchez","","OF","999.0","532","563.0","($332.5)","$13.8","($317.7)"
"Keon Broxton","Mets","OF","569.6","447","562.0","($333.3)","$13.8","($318.5)"
"Dylan Carlson","","OF","999.0","509","561.0","($334.2)","$13.8","($319.4)"
"Yusniel Diaz","","OF","595.1","483","560.0","($335.1)","$13.8","($320.3)"
"Jabari Blash","","OF","999.0","407","560.0","($335.1)","$13.8","($320.3)"
"Alex Gordon","Royals","OF","571.1","504","558.0","($336.8)","$13.8","($322.0)"
"Conner Capel","","OF","999.0","519","557.0","($337.7)","$13.8","($322.9)"
"Tyler Hill","","OF","999.0","520","557.0","($337.7)","$13.8","($322.9)"
"Stephen Wrenn","","OF","999.0","512","557.0","($337.7)","$13.8","($322.9)"
"Tyrone Taylor","","OF","999.0","486","556.0","($338.6)","$13.8","($323.8)"
"Shohei Ohtani","Angels","DH","214.6","370","571.0","($325.5)","$0.0","($324.5)"
"Royce Lewis","","SS","600.9","522","607.0","($294.1)","($31.6)","($324.7)"
"Joey Curletta","","1B/OF","999.0","521","554.0","($340.3)","$13.8","($325.5)"
"John Andreoli","Twins","OF","999.0","478","553.0","($341.2)","$13.8","($326.4)"
"Jacob Robson","","OF","999.0","512","552.0","($342.1)","$13.8","($327.3)"
"Mikie Mahtook","Tigers","OF","600.7","485","552.0","($342.1)","$13.8","($327.3)"
"Kevin Newman","Pirates","SS","599.7","561","602.0","($298.4)","($31.6)","($329.0)"
"Khalil Lee","","OF","999.0","482","550.0","($343.8)","$13.8","($329.0)"
"Byron Buxton","Twins","OF","140.1","440","549.0","($344.7)","$13.8","($329.9)"
"Charcer Burks","","OF","999.0","518","548.0","($345.6)","$13.8","($330.8)"
"Rafael Ortega","Braves","OF","999.0","484","548.0","($345.6)","$13.8","($330.8)"
"Willi Castro","","SS","999.0","561","599.0","($301.0)","($31.6)","($331.6)"
"Marcus Wilson","","OF","999.0","510","547.0","($346.4)","$13.8","($331.6)"
"Jesse Winker","Reds","OF","189.2","438","547.0","($346.4)","$13.8","($331.6)"
"Yordan Alvarez","","1B/OF","599.1","425","546.0","($347.3)","$13.8","($332.5)"
"Adam Haseley","","OF","999.0","505","545.0","($348.2)","$13.8","($333.4)"
"Mark Zagunis","Cubs","OF","999.0","448","545.0","($348.2)","$13.8","($333.4)"
"Orlando Arcia","Brewers","SS","547.4","553","596.0","($303.7)","($31.6)","($334.3)"
"Joshua Palacios","","OF","999.0","547","544.0","($349.1)","$13.8","($334.3)"
"Zack Short","","SS","999.0","520","595.0","($304.5)","($31.6)","($335.1)"
"Jorge Polanco","Twins","SS","227.1","501","595.0","($304.5)","($31.6)","($335.1)"
"Aristides Aquino","Reds","OF","999.0","479","543.0","($349.9)","$13.8","($335.1)"
"Nicky Lopez","","2B/SS","600.4","567","594.0","($305.4)","($31.6)","($336.0)"
"Trent Grisham","","OF","999.0","487","542.0","($350.8)","$13.8","($336.0)"
"Yoenis Cespedes","Mets","OF","566.8","395","542.0","($350.8)","$13.8","($336.0)"
"Delino DeShields","Rangers","OF","331.3","445","542.0","($350.8)","$13.8","($336.0)"
"Evan Gattis","","DH","596.4","444","557.0","($337.7)","$0.0","($336.7)"
"LaMonte Wade Jr","","OF","999.0","486","541.0","($351.7)","$13.8","($336.9)"
"Gabriel Guerrero","Marlins","OF","999.0","545","541.0","($351.7)","$13.8","($336.9)"
"Leonys Martin","Indians","OF","383.9","444","541.0","($351.7)","$13.8","($336.9)"
"Randy Arozarena","","OF","999.0","451","540.0","($352.6)","$13.8","($337.7)"
"Dexter Fowler","Cardinals","OF","568.3","430","540.0","($352.6)","$13.8","($337.7)"
"JaCoby Jones","Tigers","OF","595.5","493","540.0","($352.6)","$13.8","($337.7)"
"Ian Miller","","OF","999.0","514","538.0","($354.3)","$13.8","($339.5)"
"Adam Engel","White Sox","OF","593.1","512","538.0","($354.3)","$13.8","($339.5)"
"Justin Williams","Cardinals","OF","999.0","487","537.0","($355.2)","$13.8","($340.4)"
"Anthony Santander","Orioles","OF","999.0","477","537.0","($355.2)","$13.8","($340.4)"
"Tyler Ramirez","","OF","999.0","551","536.0","($356.0)","$13.8","($341.2)"
"Mark Canha","Athletics","OF","596.8","430","536.0","($356.0)","$13.8","($341.2)"
"Franchy Cordero","Padres","OF","485.8","395","535.0","($356.9)","$13.8","($342.1)"
"Bradley Zimmer","Indians","OF","576.4","424","534.0","($357.8)","$13.8","($343.0)"
"Connor Marabell","","OF","999.0","506","532.0","($359.5)","$13.8","($344.7)"
"Brett Phillips","Royals","OF","599.3","489","532.0","($359.5)","$13.8","($344.7)"
"Dwight Smith Jr.","Orioles","OF","999.0","474","531.0","($360.4)","$13.8","($345.6)"
"Cristian Pache","","OF","999.0","531","529.0","($362.2)","$13.8","($347.4)"
"Jo Adell","","OF","593.3","439","528.0","($363.0)","$13.8","($348.2)"
"Estevan Florial","","OF","999.0","451","527.0","($363.9)","$13.8","($349.1)"
"Andrew Calica","","OF","999.0","467","527.0","($363.9)","$13.8","($349.1)"
"Luis Gonzalez","","OF","999.0","515","527.0","($363.9)","$13.8","($349.1)"
"Nick Martini","Athletics","OF","598.3","488","527.0","($363.9)","$13.8","($349.1)"
"Chuck Taylor","","OF","999.0","537","526.0","($364.8)","$13.8","($350.0)"
"Peter O'Brien","Marlins","1B/OF","590.2","466","526.0","($364.8)","$13.8","($350.0)"
"Michael A. Taylor","Nationals","OF","567.5","414","526.0","($364.8)","$13.8","($350.0)"
"Robbie Grossman","Athletics","OF/DH","594.4","470","525.0","($365.6)","$13.8","($350.8)"
"Kevin Kiermaier","Rays","OF","383.4","422","525.0","($365.6)","$13.8","($350.8)"
"Jodd Carter","","OF","999.0","500","524.0","($366.5)","$13.8","($351.7)"
"J.J. Matijevic","","OF","999.0","425","524.0","($366.5)","$13.8","($351.7)"
"Tommy Edman","","2B/SS","999.0","540","575.0","($322.0)","($31.6)","($352.6)"
"Trey Amburgey","","OF","999.0","504","523.0","($367.4)","$13.8","($352.6)"
"Luis Barrera","","OF","999.0","507","523.0","($367.4)","$13.8","($352.6)"
"Aaron Altherr","Phillies","OF","600.8","412","523.0","($367.4)","$13.8","($352.6)"
"Abiatal Avelino","Giants","2B/SS","999.0","523","574.0","($322.9)","($31.6)","($353.5)"
"Ka'ai Tom","","OF","999.0","472","522.0","($368.3)","$13.8","($353.5)"
"Magneuris Sierra","Marlins","OF","600.8","549","522.0","($368.3)","$13.8","($353.5)"
"Austin Slater","Giants","1B/OF","600.2","455","522.0","($368.3)","$13.8","($353.5)"
"Jorge Mateo","","SS","601.0","535","573.0","($323.7)","($31.6)","($354.3)"
"Buddy Reed","","OF","999.0","481","521.0","($369.1)","$13.8","($354.3)"
"Mike Yastrzemski","","OF","999.0","469","520.0","($370.0)","$13.8","($355.2)"
"Mitch Longo","","OF","999.0","470","519.0","($370.9)","$13.8","($356.1)"
"Travis Taijeron","Mets","OF","999.0","448","519.0","($370.9)","$13.8","($356.1)"
"Michael O'Neill","","OF","999.0","480","517.0","($372.6)","$13.8","($357.8)"
"Cameron Maybin","Indians","OF","600.9","426","516.0","($373.5)","$13.8","($358.7)"
"Jake Noll","Nationals","PH/PR","999.0","527","530.0","($361.3)","$0.0","($360.3)"
"Skye Bolt","","OF","999.0","492","514.0","($375.3)","$13.8","($360.4)"
"Addison Russell","Cubs","SS","585.6","501","564.0","($331.6)","($31.6)","($362.2)"
"Nick Ahmed","Diamondbacks","SS","565.8","482","563.0","($332.5)","($31.6)","($363.1)"
"Yu Chang","","SS","601.0","525","558.0","($336.8)","($31.6)","($367.4)"
"Isaac Paredes","","2B/SS","999.0","526","557.0","($337.7)","($31.6)","($368.3)"
"Lourdes Gurriel Jr.","Blue Jays","2B/SS","269.5","498","554.0","($340.3)","($31.6)","($370.9)"
"Eli White","","2B/SS","999.0","533","553.0","($341.2)","($31.6)","($371.8)"
"Ronny Rodriguez","Tigers","SS","999.0","496","553.0","($341.2)","($31.6)","($371.8)"
"Danny Mendick","","2B/SS","999.0","506","552.0","($342.1)","($31.6)","($372.7)"
"Alcides Escobar","White Sox","3B/SS","600.4","575","552.0","($342.1)","($31.6)","($372.7)"
"Aledmys Diaz","Astros","3B/SS","564.8","480","550.0","($343.8)","($31.6)","($374.4)"
"Ryan Mountcastle","","3B/SS","597.4","510","548.0","($345.6)","($31.6)","($376.2)"
"Mauricio Dubon","","2B/SS","600.9","483","545.0","($348.2)","($31.6)","($378.8)"
"Yairo Munoz","Cardinals","2B/3B/SS/OF","561.1","470","544.0","($349.1)","($31.6)","($379.7)"
"Lucius Fox","","SS","999.0","529","541.0","($351.7)","($31.6)","($382.3)"
"Andres Gimenez","","SS","600.7","502","540.0","($352.6)","($31.6)","($383.1)"
"Andrew Velazquez","Rays","2B/3B/SS/OF/DH","999.0","476","534.0","($357.8)","($31.6)","($388.4)"
"Jake Gatewood","","1B/SS","999.0","479","533.0","($358.7)","($31.6)","($389.3)"
"Jose Iglesias","Reds","SS","594.1","492","533.0","($358.7)","($31.6)","($389.3)"
"J.P. Crawford","Mariners","SS","591.1","493","525.0","($365.6)","($31.6)","($396.2)"
"Enrique Hernandez","Dodgers","2B/SS/OF","304.4","411","525.0","($365.6)","($31.6)","($396.2)"
"Taylor Motter","","P/1B/2B/3B/SS/OF/DH","999.0","425","523.0","($367.4)","($31.6)","($398.0)"
"Jake Cronenworth","","SS","999.0","511","521.0","($369.1)","($31.6)","($399.7)"
"Nate Orf","Brewers","2B/3B/SS/OF","999.0","489","520.0","($370.0)","($31.6)","($400.6)"
