"PlayerName","Team","POS","ADP","IP","rPTS","PTS","aPOS","Dollars"
"Jeremy Jeffress","Brewers","RP","429.0","40","202.1","($737.9)","$43.0","($693.9)"
"Joe Biagini","Blue Jays","RP","999.0","50","201.1","($739.0)","$43.0","($695.0)"
"Evan Phillips","Orioles","RP","999.0","45","200.8","($739.2)","$43.0","($695.2)"
"Marcus Walden","Red Sox","RP","999.0","50","200.8","($739.3)","$43.0","($695.3)"
"Jon Edwards","Indians","RP","999.0","40","200.3","($739.8)","$43.0","($695.8)"
"Hunter Wood","Rays","RP","999.0","40","200.2","($739.9)","$43.0","($695.9)"
"Dean Deetz","Astros","RP","999.0","40","200.1","($740.0)","$43.0","($696.0)"
"Aaron Loup","Padres","RP","999.0","40","199.1","($741.1)","$43.0","($697.1)"
"Austin Brice","Marlins","RP","999.0","45","199.0","($741.2)","$43.0","($697.2)"
"Matt Belisle","","RP","999.0","50","198.8","($741.3)","$43.0","($697.4)"
"Oliver Perez","Indians","RP","999.0","40","197.2","($743.0)","$43.0","($699.1)"
"Michael Feliz","Pirates","RP","999.0","40","196.9","($743.4)","$43.0","($699.4)"
"Jeffrey Springs","Rangers","RP","999.0","40","196.6","($743.6)","$43.0","($699.6)"
"Miguel Castro","Orioles","RP","600.6","55","195.9","($744.4)","$43.0","($700.4)"
"Zac Rosscup","Mariners","RP","999.0","40","195.8","($744.5)","$43.0","($700.5)"
"Taylor Williams","Brewers","RP","600.2","40","195.0","($745.3)","$43.0","($701.3)"
"Cody Carroll","Orioles","RP","999.0","45","195.0","($745.3)","$43.0","($701.3)"
"Daniel Hudson","Blue Jays","RP","999.0","45","194.8","($745.5)","$43.0","($701.5)"
"Daniel Zamora","Mets","RP","999.0","40","194.6","($745.8)","$43.0","($701.8)"
"Adam Plutko","Indians","SP/RP","999.0","48","194.3","($746.0)","$43.0","($702.1)"
"Eric Skoglund","Royals","SP","999.0","53","193.8","($746.6)","$43.0","($702.6)"
"Ryan Carpenter","Tigers","SP","999.0","54","193.7","($746.6)","$43.0","($702.6)"
"Junichi Tazawa","","RP","999.0","50","193.6","($746.7)","$43.0","($702.7)"
"Sean Reid-Foley","Blue Jays","SP","599.7","45","193.5","($746.9)","$43.0","($702.9)"
"Dan Otero","Indians","RP","999.0","50","193.3","($747.1)","$43.0","($703.1)"
"Cody Anderson","Indians","RP","999.0","47","193.3","($747.1)","$43.0","($703.1)"
"James Pazos","Phillies","RP","999.0","40","192.9","($747.5)","$43.0","($703.5)"
"Emilio Pagan","Rays","RP","601.0","40","192.5","($747.9)","$43.0","($704.0)"
"Caleb Frare","White Sox","RP","999.0","40","190.2","($750.3)","$43.0","($706.3)"
"Brian Johnson","Red Sox","SP/RP","999.0","53","190.1","($750.4)","$43.0","($706.4)"
"Luis Avilan","Mets","RP","999.0","40","189.9","($750.6)","$43.0","($706.6)"
"Walker Lockett","Mets","SP","999.0","46","188.9","($751.7)","$43.0","($707.7)"
"Ty Blach","Giants","SP/RP","999.0","52","188.6","($752.0)","$43.0","($708.0)"
"Jose Alvarez","Phillies","RP","600.0","40","188.0","($752.6)","$43.0","($708.6)"
"Chris Rusin","Rockies","RP","999.0","45","186.5","($754.2)","$43.0","($710.2)"
"Connor Sadzeck","Mariners","RP","999.0","40","186.2","($754.5)","$43.0","($710.5)"
"Tim Peterson","Mets","RP","999.0","40","186.0","($754.7)","$43.0","($710.7)"
"Steven Brault","Pirates","RP","999.0","40","184.6","($756.2)","$43.0","($712.2)"
"Zach Duke","Reds","RP","999.0","40","184.0","($756.8)","$43.0","($712.8)"
"Felix Pena","Angels","SP","584.8","45","183.4","($757.4)","$43.0","($713.4)"
"Luis Garcia","Angels","RP","999.0","40","182.5","($758.3)","$43.0","($714.3)"
"Gio Gonzalez","Yankees","SP","546.6","46","182.5","($758.4)","$43.0","($714.4)"
"Erasmo Ramirez","Red Sox","SP","999.0","48","182.0","($758.9)","$43.0","($714.9)"
"Yimi Garcia","Dodgers","RP","999.0","40","180.7","($760.2)","$43.0","($716.2)"
"Fernando Rodney","Athletics","RP","596.3","40","179.4","($761.6)","$43.0","($717.6)"
"Koda Glover","Nationals","RP","600.8","40","179.0","($762.0)","$43.0","($718.0)"
"Drew VerHagen","Tigers","RP","999.0","40","177.8","($763.2)","$43.0","($719.2)"
"Kyle Bird","Rangers","RP","999.0","40","175.1","($766.1)","$43.0","($722.1)"
"Jeff Brigham","Marlins","SP","999.0","45","174.9","($766.3)","$43.0","($722.3)"
"Austin Pruitt","Rays","RP","600.7","40","174.4","($766.8)","$43.0","($722.9)"
"Cal Quantrill","","SP","600.7","46","173.1","($768.2)","$43.0","($724.2)"
"Adam Kolarek","Rays","RP","999.0","40","172.8","($768.5)","$43.0","($724.5)"
"Austin Voth","Nationals","RP","999.0","39","171.7","($769.6)","$43.0","($725.7)"
"Clay Holmes","Pirates","RP","999.0","38","171.3","($770.0)","$43.0","($726.0)"
"Shawn Kelley","Rangers","RP","600.1","40","171.0","($770.3)","$43.0","($726.3)"
"Thyago Vieira","White Sox","RP","999.0","40","169.4","($772.0)","$43.0","($728.0)"
"Matt Magill","Twins","RP","999.0","40","168.8","($772.6)","$43.0","($728.7)"
"Stephen Gonsalves","Twins","SP","600.9","44","168.3","($773.2)","$43.0","($729.2)"
"Matt Grace","Nationals","RP","999.0","40","166.6","($775.0)","$43.0","($731.0)"
"Jimmy Yacabonis","Orioles","SP/RP","999.0","47","165.6","($775.9)","$43.0","($732.0)"
"Shane Carle","Braves","RP","999.0","40","165.2","($776.4)","$43.0","($732.4)"
"Kevin McCarthy","Royals","RP","600.0","45","163.8","($777.8)","$43.0","($733.8)"
"Ariel Jurado","Rangers","SP","999.0","55","159.9","($781.9)","$43.0","($737.9)"
"Carson Fulmer","White Sox","SP","999.0","44","157.9","($784.0)","$43.0","($740.1)"
"Luis Cessa","Yankees","SP/RP","586.9","38","157.8","($784.1)","$43.0","($740.1)"
"Yefry Ramirez","Orioles","SP/RP","999.0","38","155.7","($786.3)","$43.0","($742.3)"
"Brandon Kintzler","Cubs","RP","999.0","40","154.3","($787.8)","$43.0","($743.8)"
"Jeanmar Gomez","Rangers","RP","999.0","40","153.2","($788.9)","$43.0","($744.9)"
"Victor Alcantara","Tigers","RP","600.7","40","151.5","($790.7)","$43.0","($746.7)"
"Glenn Sparkman","Royals","RP","999.0","42","147.1","($795.3)","$43.0","($751.3)"
"Chasen Bradford","Mariners","RP","999.0","40","144.3","($798.2)","$43.0","($754.3)"
"Gabriel Ynoa","Orioles","RP","999.0","38","140.7","($802.0)","$43.0","($758.0)"
"Josh Rogers","Orioles","SP","999.0","45","140.0","($802.7)","$43.0","($758.7)"
"Dillon Peters","Angels","SP","999.0","36","128.9","($814.2)","$43.0","($770.2)"
"JC Ramirez","Angels","SP","999.0","37","128.9","($814.2)","$43.0","($770.2)"
"Jacob Nix","Padres","SP","999.0","36","124.3","($819.1)","$43.0","($775.1)"
"Luis Ortiz","Orioles","SP","599.5","36","111.9","($832.0)","$43.0","($788.0)"
