"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"50","Mon 7/23 10:28am: Motor Vehicle Collision (40), ANIPEAHI ST + MAKAKILO DR, GENTLE DENTIST, Makakilo #hitraffic",FALSE,0,NA,2018-07-23 20:42:27,FALSE,NA,"1021495782682312705",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
"51","Mon 7/23 10:16am: Motor Vehicle Collision (39), MOOKAULA ST + WAIAKAMILO RD, Kalihi #hitraffic",FALSE,0,NA,2018-07-23 20:26:26,FALSE,NA,"1021491749963874305",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
"52","Mon 7/23 10:05am: Motor Vehicle Collision (38), 10X H1W FWY, H1W WAIMALU ON, Pearl City #hitraffic",FALSE,0,NA,2018-07-23 20:12:26,FALSE,NA,"1021488229231542272",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",1,FALSE,FALSE,NA,NA
"53","Mon 7/23 9:58am: Motor Vehicle Collision (37), 46X ENA RD, Waikiki #hitraffic",FALSE,0,NA,2018-07-23 20:12:26,FALSE,NA,"1021488227381854208",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
"54","Mon 7/23 9:54am: Motor Vehicle Collision (36), 16TH AVE + WAIALAE AVE, Kaimuki #hitraffic",FALSE,0,NA,2018-07-23 19:56:27,FALSE,NA,"1021484206432632837",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",1,FALSE,FALSE,NA,NA
"55","Mon 7/23 9:43am: Motor Vehicle Collision (35), 89015X MANO AVE, NANAIKAPONO ES, Nanakuli #hitraffic",FALSE,0,NA,2018-07-23 19:56:27,FALSE,NA,"1021484204419440640",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",1,FALSE,FALSE,NA,NA
"56","Mon 7/23 9:43am: Motor Vehicle Collision (34), 75X S KING ST, OTS ALAPAI TRANSIT #hitraffic",FALSE,0,NA,2018-07-23 19:56:26,FALSE,NA,"1021484202288734209",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",1,FALSE,FALSE,NA,NA
"57","Mon 7/23 9:37am: Motor Vehicle Collision (33), 20X H1E FWY, H1E LIKELIKE OFF, Kalihi #hitraffic",FALSE,0,NA,2018-07-23 19:42:31,FALSE,NA,"1021480698010587137",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",1,FALSE,FALSE,NA,NA
"58","Mon 7/23 9:32am: Motor Vehicle Collision (32), KALAKAUA AVE + ULUNIU AVE, Waikiki #hitraffic",FALSE,0,NA,2018-07-23 19:42:30,FALSE,NA,"1021480696022544386",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",1,FALSE,FALSE,NA,NA
"59","Mon 7/23 9:30am: Motor Vehicle Collision (31), 334X WAIALAE AVE, ZIPPYS KAIMUKI, Kaimuki #hitraffic",FALSE,0,NA,2018-07-23 19:42:30,FALSE,NA,"1021480694063788035",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",1,FALSE,FALSE,NA,NA
