Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
indoor_cycling,2019-09-05 06:31:34,false,"Indoor Cycling","0.00","250","00:41:50","97","132","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
treadmill_running,2019-09-04 06:28:17,false,"Treadmill Running","6.00","478","00:52:03","132","149","2.2","162","177","8:40","8:46","7","20","0.97","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","02:42.91","6","0.0"
running,2019-09-02 17:16:53,false,"Honolulu - 1200-200 ladder","4.38","432","00:46:36","136","163","2.1","145","188","10:38","6:17","89","89","0.99","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:49.69","13","0.0"
indoor_cycling,2019-09-01 06:29:53,false,"Indoor Cycling","0.00","221","00:35:57","97","114","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2019-08-31 05:04:34,false,"Honolulu Running","15.01","1,473","02:22:04","149","180","3.3","167","176","9:28","8:06","167","157","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:05.65","16","0.0"
running,2019-08-29 06:04:36,false,"Honolulu Running","7.01","834","01:03:35","156","176","3.7","167","174","9:05","7:34","391","391","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:02.16","8","0.0"
indoor_cycling,2019-08-28 07:32:27,false,"Indoor Cycling","0.00","293","00:48:58","97","120","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2019-08-26 05:47:38,false,"Honolulu - 4x800","4.34","401","00:42:18","131","171","2.4","159","221","9:45","6:36","62","66","1.01","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","02:00.00","10","0.0"
indoor_cycling,2019-08-25 07:56:08,false,"Indoor Cycling","0.00","209","00:31:47","99","154","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2019-08-24 04:33:58,false,"Honolulu Running","13.16","1,158","02:02:57","140","171","3.0","165","174","9:21","7:42","623","629","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","01:38.62","14","0.0"
indoor_cycling,2019-08-22 06:59:01,false,"Indoor Cycling","0.00","205","00:29:10","101","121","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
running,2019-08-21 05:34:53,false,"Honolulu Running","6.01","674","00:55:32","146","179","3.2","164","178","9:15","7:06","49","72","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:05.02","7","0.0"
running,2019-08-18 06:30:12,false,"Honolulu Running","4.97","589","00:39:20","165","180","4.0","171","181","7:55","6:26","16","20","1.19","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","07:20.63","5","0.0"
running,2019-08-16 06:04:10,false,"Honolulu Running","5.01","473","00:44:12","137","177","2.6","169","181","8:49","7:35","49","66","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:06.56","6","0.0"
running,2019-08-14 06:10:46,false,"Honolulu - 6x400","3.01","243","00:29:30","123","144","1.6","152","236","9:47","6:18","108","105","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","01:00.86","14","0.0"
running,2019-08-10 06:10:43,false,"Itasca Running","7.04","754","00:58:01","154","175","3.7","172","181","8:15","6:45","62","52","1.13","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","68.0","0:00","No","01:45.24","8","0.0"
indoor_cycling,2019-08-09 06:13:11,false,"Indoor Cycling","0.00","283","00:47:43","98","170","1.5","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2019-08-08 16:55:15,false,"Itasca Running","4.08","412","00:35:19","143","164","2.9","168","174","8:39","7:16","39","26","1.11","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:43.38","5","0.0"
running,2019-08-05 06:35:39,false,"Singapore Running","7.29","652","01:04:48","134","160","2.3","153","178","8:54","3:43","115","105","1.14","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","06:48.75","8","0.0"
running,2019-08-04 06:34:35,false,"Singapore Running","5.20","422","00:49:05","128","154","2.0","160","192","9:27","6:06","115","98","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","01:25.11","6","0.0"
running,2019-08-02 06:22:50,false,"Ko Samui Running","5.00","543","00:49:12","140","168","2.7","161","179","9:50","7:17","617","600","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:02.99","6","0.0"
running,2019-07-30 05:44:12,false,"Pathum Wan Running","8.00","854","01:10:16","148","166","3.3","168","174","8:47","7:32","16","23","1.09","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:02.23","9","0.0"
running,2019-07-29 05:59:15,false,"Pathum Wan - 5 x 1K","5.61","566","00:53:53","138","178","2.8","157","188","9:37","6:40","20","33","1.04","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","02:25.35","12","0.0"
indoor_rowing,2019-07-28 06:46:30,false,"Indoor Rowing","--","202","00:24:36","123","143","1.5","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","670","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-07-28 06:31:49,false,"Indoor Cycling","0.00","65","00:14:22","81","102","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
running,2019-07-27 05:33:46,false,"Pathum Wan Running","10.01","1,093","01:31:24","147","170","3.1","167","176","9:08","7:39","20","13","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:03.14","11","0.0"
running,2019-07-25 06:02:45,false,"Pathum Wan Running","5.02","496","00:42:58","145","160","2.5","168","180","8:34","7:18","20","33","1.11","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:54.56","6","0.0"
running,2019-07-23 05:13:43,false,"Honolulu - 4x1200","5.16","456","00:53:24","126","164","2.0","152","189","10:21","6:28","75","89","0.99","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","02:37.38","10","0.0"
indoor_cycling,2019-07-21 18:57:39,false,"Indoor Cycling","0.00","479","00:47:40","119","130","2.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","86.0","0:00","No","00:00.00","1","0.0"
running,2019-07-20 07:04:54,false,"Seattle Running","8.16","738","01:07:57","143","178","2.7","171","179","8:19","7:02","131","256","1.13","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","62.6","0:00","No","01:15.43","9","0.0"
running,2019-07-17 18:20:49,false,"Honolulu Running","7.62","909","01:09:24","155","178","3.6","164","182","9:06","7:10","108","131","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","03:21.64","10","0.0"
indoor_cycling,2019-07-16 18:07:13,false,"Indoor Cycling","0.00","239","00:35:05","100","133","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2019-07-15 18:31:12,false,"Honolulu - 6x800","4.76","475","00:43:36","140","167","2.5","157","189","9:10","6:24","89","95","1.10","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","01:30.00","14","0.0"
indoor_cycling,2019-07-14 11:58:09,false,"Indoor Cycling","0.00","251","00:44:54","93","114","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2019-07-13 06:06:43,false,"Honolulu Running","10.01","1,029","01:24:51","152","185","3.3","171","181","8:29","6:48","72","92","1.11","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:02.82","11","0.0"
running,2019-07-11 06:12:32,false,"Honolulu Running","5.01","554","00:43:50","145","205","3.7","168","197","8:45","5:22","75","89","1.09","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:04.21","6","0.0"
running,2019-07-09 17:34:23,false,"Honolulu - 10x400","4.32","425","00:45:05","128","156","2.2","147","214","10:26","5:47","164","177","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","01:30.00","22","0.0"
indoor_cycling,2019-07-08 06:08:55,false,"Indoor Cycling","0.00","328","00:50:40","99","125","1.8","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","86.0","0:00","No","00:00.00","1","0.0"
running,2019-07-07 06:30:13,false,"Honolulu Running","3.11","382","00:23:23","172","192","3.9","172","180","7:31","6:25","13","20","1.24","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:51.20","4","0.0"
running,2019-07-05 05:42:49,false,"Honolulu Running","4.30","462","00:39:52","135","163","2.7","169","184","9:16","7:08","33","39","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","02:47.85","5","0.0"
running,2019-07-03 18:55:09,false,"Honolulu - 6x400","3.24","376","00:32:53","135","168","2.6","148","202","10:08","5:44","98","118","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:59.38","14","0.0"
indoor_cycling,2019-07-02 19:58:58,false,"Indoor Cycling","0.00","482","00:44:48","122","137","2.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","87.8","0:00","No","00:00.00","1","0.0"
running,2019-06-30 06:05:40,false,"Honolulu Running","6.22","661","00:53:24","142","168","3.2","171","181","8:35","7:08","56","69","1.10","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","01:46.57","7","0.0"
indoor_cycling,2019-06-29 18:11:16,false,"Indoor Cycling","0.00","557","00:59:15","118","135","2.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
running,2019-06-27 17:53:54,false,"Honolulu Running","3.12","378","00:25:50","157","167","3.4","170","184","8:16","6:47","46","46","1.14","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:52.02","4","0.0"
running,2019-06-27 17:44:18,false,"Honolulu Running","0.95","110","00:08:40.0","139","151","2.0","166","171","9:07","8:33","16","23","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
running,2019-06-26 17:29:20,false,"Honolulu - 3x1600","5.01","490","00:42:59","136","158","2.9","165","186","8:34","6:34","89","85","1.12","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","01:00.00","8","0.0"
indoor_cycling,2019-06-24 19:48:18,false,"Indoor Cycling","0.00","284","00:40:15","103","118","1.7","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","87.8","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-06-23 06:51:01,false,"Indoor Cycling","0.00","257","00:34:11","104","130","1.5","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
treadmill_running,2019-06-22 16:55:06,false,"Treadmill Running","7.11","680","01:00:00","137","151","2.6","170","177","8:26","8:27","3","16","0.96","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","01:00.35","7","0.0"
indoor_cycling,2019-06-21 06:24:36,false,"Indoor Cycling","0.00","284","00:41:36","103","149","1.4","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
running,2019-06-19 05:38:38,false,"Honolulu Running","9.01","952","01:20:15","143","161","3.0","168","184","8:54","7:03","395","400","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:04.28","10","0.0"
running,2019-06-17 06:29:37,false,"Honolulu - 5 x 1K","5.27","533","00:52:04","133","176","2.7","156","191","9:53","6:26","75","89","1.01","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","03:41.46","11","0.0"
indoor_cycling,2019-06-16 15:55:50,false,"Indoor Cycling","0.00","206","00:29:48","101","124","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
treadmill_running,2019-06-15 17:31:59,false,"Treadmill Running","7.05","747","01:00:00","143","162","3.2","171","181","8:31","8:21","3","7","0.95","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:55.73","7","0.0"
hiking,2019-06-15 09:14:12,false,"Honolulu Hiking","1.40","304","00:54:40","101","156","1.3","35","177","39:03","5:35","85","89","1.18","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","89.6","0:00","No","00:00.00","1","0.0"
hiking,2019-06-15 08:32:41,false,"Honolulu Hiking","1.34","197","00:32:39","103","138","1.2","70","227","24:23","6:03","49","46","0.94","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","87.8","0:00","No","00:00.00","1","0.0"
running,2019-06-13 05:51:39,false,"Honolulu Running","5.01","578","00:44:15","149","170","3.3","168","182","8:50","7:21","36","43","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:02.54","6","0.0"
running,2019-06-11 05:33:16,false,"Honolulu - 4x1200","5.17","511","00:50:55","131","167","2.5","161","192","9:51","6:00","82","89","0.99","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","02:04.62","10","0.0"
indoor_cycling,2019-06-10 06:15:37,false,"Indoor Cycling","0.00","205","00:29:03","103","113","1.4","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
treadmill_running,2019-06-09 16:12:48,false,"Treadmill Running","7.03","646","01:00:00","135","172","2.4","170","180","8:32","8:03","--","3","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","03:13.35","7","0.0"
running,2019-06-07 05:38:37,false,"Honolulu Running","7.00","650","01:04:11","137","163","2.6","167","184","9:10","6:34","39","56","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:03.61","8","0.0"
indoor_cycling,2019-06-06 06:15:50,false,"Indoor Cycling","0.00","201","00:32:49","99","136","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
running,2019-06-05 17:51:28,false,"Honolulu Running","1.02","151","00:10:13","160","168","2.4","161","172","9:58","8:41","--","7","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:14.33","2","0.0"
running,2019-06-05 17:07:42,false,"Honolulu - 6x800","4.36","460","00:40:05","138","162","2.7","158","200","9:12","6:35","36","26","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:51.30","13","0.0"
indoor_cycling,2019-06-03 06:06:19,false,"Indoor Cycling","0.00","209","00:29:07","104","114","1.5","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
running,2019-06-02 06:04:02,false,"Honolulu Running","8.01","955","01:11:36","154","181","4.0","170","182","8:56","7:10","72","112","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:03.57","9","0.0"
treadmill_running,2019-05-30 07:46:41,false,"Treadmill Running","4.00","409","00:32:58","143","177","3.0","168","185","8:15","7:39","3","7","1.01","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","04:49.89","4","0.0"
indoor_cycling,2019-05-29 06:32:37,false,"Indoor Cycling","0.00","369","00:52:01","108","146","1.8","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
hiking,2019-05-27 13:41:13,false,"Honolulu Hiking","0.41","49","00:12:01","86","98","1.0","73","122","29:00","20:59","7","3","0.76","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2019-05-26 05:30:23,true,"Honolulu Running","13.08","1,718","01:53:33","168","177","5.0","169","184","8:41","6:37","348","367","1.10","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:35.22","14","0.0"
running,2019-05-25 13:55:22,false,"Honolulu Running","0.37","59","00:10:24","96","127","1.1","51","184","28:16","6:07","36","30","1.12","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","89.6","0:00","No","00:00.00","1","0.0"
running,2019-05-25 13:41:59,false,"Honolulu Running","0.46","63","00:10:19","99","130","1.1","62","177","22:28","7:42","49","46","1.15","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","89.6","0:00","No","00:00.00","1","0.0"
running,2019-05-25 13:25:50,false,"Honolulu Running","0.42","70","00:10:33","102","132","1.1","64","180","24:53","6:31","30","23","1.01","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","89.6","0:00","No","00:00.00","1","0.0"
running,2019-05-25 13:11:53,false,"Honolulu Running","0.33","56","00:10:16","95","134","1.0","54","177","31:11","8:30","20","10","0.95","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","93.2","0:00","No","00:00.00","1","0.0"
running,2019-05-25 12:59:22,false,"Honolulu Running","0.34","44","00:10:01","87","141","1.0","40","170","29:15","7:51","7","3","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","91.4","0:00","No","00:00.00","1","0.0"
running,2019-05-25 12:44:33,false,"Honolulu Running","0.38","78","00:10:03","110","138","1.2","65","169","26:22","7:41","26","20","0.95","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","91.4","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-05-24 07:03:04,false,"Indoor Cycling","0.00","358","00:43:31","110","137","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2019-05-23 06:26:01,false,"Honolulu Running","3.56","410","00:31:08","146","175","3.1","171","176","8:44","7:54","56","62","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","04:52.89","4","0.0"
cycling,2019-05-22 17:48:05,false,"Honolulu Cycling","4.63","270","00:26:41","120","151","2.0","--","--","10.4","26.7","220","351","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
running,2019-05-20 06:22:27,false,"Honolulu - 6x400","3.97","411","00:43:37","127","155","2.0","149","192","11:00","5:30","108","115","0.95","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","01:41.36","14","0.0"
cycling,2019-05-19 07:23:22,false,"Honolulu Cycling","2.12","96","00:13:25","99","115","1.2","--","--","9.5","14.5","16","30","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-05-19 06:53:03,false,"Indoor Cycling","0.00","113","00:18:27","95","105","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
cycling,2019-05-19 06:36:50,false,"Honolulu Cycling","2.25","67","00:12:34","88","109","1.0","--","--","10.7","20.1","20","23","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
running,2019-05-18 05:33:25,false,"Honolulu Running","8.85","1,249","01:21:40","160","192","5.0","165","175","9:14","7:47","358","643","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","08:14.77","9","0.0"
running,2019-05-16 06:19:26,false,"Honolulu Running","6.00","584","00:53:23","131","175","2.5","168","181","8:53","7:11","72","92","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:02.17","7","0.0"
running,2019-05-15 06:29:33,false,"Honolulu - 5 x 1K","5.60","553","00:53:25","131","156","2.2","166","189","9:32","6:50","72","92","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","02:43.49","12","0.0"
indoor_cycling,2019-05-13 06:48:41,false,"Indoor Cycling","0.00","262","00:34:00","107","137","1.5","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2019-05-12 06:14:10,false,"Honolulu Running","12.01","1,436","01:48:46","147","189","3.9","168","189","9:03","6:28","377","381","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:05.17","13","0.0"
hiking,2019-05-11 07:58:07,false,"Honolulu Hiking","6.58","1,176","03:43:48","98","163","2.0","49","161","34:02","3:47","1,794","1,893","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","01:37:28.28","2","0.0"
running,2019-05-10 06:51:51,false,"Honolulu Running","5.01","486","00:40:54","136","165","2.6","172","197","8:10","6:09","7","10","1.15","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:04.48","6","0.0"
cycling,2019-05-09 06:43:18,false,"Honolulu Cycling","7.80","329","00:37:04","114","138","1.7","--","--","12.6","27.3","279","285","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","13:16.18","2","0.0"
running,2019-05-08 06:10:36,false,"Honolulu - 2x3200","5.84","513","00:53:28","125","153","2.2","162","187","9:10","6:56","75","85","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","05:23.22","5","0.0"
indoor_cycling,2019-05-06 06:52:25,false,"Indoor Cycling","0.00","336","00:35:44","118","132","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2019-05-05 05:46:51,false,"Honolulu Running","10.01","1,111","01:29:11","144","174","3.5","170","189","8:54","6:48","92","112","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","00:04.74","11","0.0"
running,2019-05-03 16:57:03,false,"Honolulu Running","7.00","898","01:01:25","156","175","4.3","169","178","8:46","7:02","23","20","1.09","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:02.52","8","0.0"
indoor_cycling,2019-05-02 07:08:26,false,"Indoor Cycling","0.00","228","00:22:57","118","161","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2019-05-01 06:09:05,false,"Honolulu - 3x2000m","5.86","586","00:55:54","130","172","2.7","157","189","9:32","5:59","72","72","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","03:31.67","8","0.0"
indoor_cycling,2019-04-29 06:35:54,false,"Indoor Cycling","0.00","335","00:39:31","112","125","1.8","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
running,2019-04-28 05:41:38,false,"Honolulu Running","14.33","1,663","02:13:15","145","188","4.0","167","177","9:18","8:20","79","105","1.04","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","03:06.86","15","0.0"
indoor_cycling,2019-04-27 06:36:23,false,"Indoor Cycling","0.00","185","00:27:44","100","110","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2019-04-26 06:17:53,false,"Honolulu Running","5.00","560","00:41:55","145","161","3.2","170","178","8:22","7:05","33","56","1.13","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:02.32","6","0.0"
running,2019-04-24 06:09:09,false,"Honolulu - 10x400","5.01","589","00:58:37","135","168","2.3","135","206","11:42","6:07","187","200","0.97","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","01:39.90","22","0.0"
indoor_cycling,2019-04-22 06:20:55,false,"Indoor Cycling","0.00","384","00:42:27","115","137","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
running,2019-04-21 06:23:02,false,"Honolulu Running","10.01","1,119","01:29:00","145","177","3.4","169","176","8:53","7:54","102","154","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:08.76","11","0.0"
indoor_cycling,2019-04-19 07:12:09,false,"Indoor Cycling","0.00","134","00:18:44","102","112","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2019-04-18 06:19:35,false,"Honolulu Running","6.01","774","00:57:53","146","168","3.4","167","227","9:38","7:35","308","335","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:06.49","7","0.0"
indoor_cycling,2019-04-17 06:41:10,false,"Indoor Cycling","0.00","270","00:48:16","94","117","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
running,2019-04-15 06:03:14,false,"Honolulu - 3x1600","4.56","560","00:40:48","150","177","3.3","165","191","8:57","6:50","79","92","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","01:00.00","8","0.0"
running,2019-04-13 05:46:56,false,"Honolulu Running","14.03","1,016","02:09:16","126","149","2.2","168","187","9:13","6:45","121","177","1.04","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","01:05.20","15","0.0"
indoor_cycling,2019-04-12 06:22:30,false,"Indoor Cycling","0.00","325","00:41:17","108","125","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2019-04-11 06:18:59,false,"Honolulu Running","5.01","508","00:41:01","140","172","3.0","171","178","8:11","7:21","102","125","1.15","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:03.27","6","0.0"
running,2019-04-08 05:41:16,false,"Washington - 1K 2K 1K 1K","6.51","793","01:04:38","145","173","3.3","155","189","9:56","6:37","128","138","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","64.4","0:00","No","03:08.13","10","0.0"
