Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
running,2019-04-07 17:09:38,false,"Washington Running","4.67","542","00:49:59","131","162","2.5","144","173","10:42","7:42","141","82","1.04","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","05:33.88","5","0.0"
running,2019-04-06 07:37:29,false,"Boston Running","8.37","1,082","01:12:34","158","185","4.7","169","186","8:40","7:18","125","118","1.10","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","50.0","0:00","No","03:10.09","9","0.0"
running,2019-04-04 05:50:17,false,"Honolulu Running","6.01","756","00:51:47","155","182","4.0","170","181","8:37","7:30","171","197","1.10","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:04.03","7","0.0"
indoor_cycling,2019-04-03 06:46:56,false,"Indoor Cycling","0.00","247","00:32:03","106","129","1.4","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2019-04-02 18:00:04,false,"Honolulu - 3 x (2x1200)","6.27","550","00:59:34","127","149","2.0","155","185","9:30","6:08","98","112","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","01:44.67","16","0.0"
indoor_cycling,2019-03-31 07:07:29,false,"Indoor Cycling","0.00","219","00:29:49","105","117","1.4","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2019-03-30 07:35:31,false,"Honolulu Running","0.26","35","00:02:28.7","153","162","1.3","166","170","9:31","8:41","--","--","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2019-03-30 05:24:31,false,"Honolulu Running","13.17","1,587","01:59:44","155","184","5.0","169","177","9:05","7:55","108","125","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","00:28.17","15","0.0"
running,2019-03-28 06:30:31,false,"Honolulu Running","5.02","592","00:41:37","152","170","3.5","172","179","8:18","7:28","59","69","1.13","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","00:07.99","6","0.0"
indoor_cycling,2019-03-27 07:01:07,false,"Indoor Cycling","0.00","175","00:23:28","103","116","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2019-03-26 06:39:08,false,"Honolulu - 1 mi 2 mi 2x800 m","6.59","743","01:02:54","140","180","3.1","159","189","9:33","6:54","52","72","1.04","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","02:27.17","10","0.0"
running,2019-03-24 06:07:31,false,"Hawaii County Running","7.01","796","01:00:45","147","174","3.3","171","179","8:40","7:23","174","174","1.09","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","00:06.98","8","0.0"
open_water_swimming,2019-03-23 15:13:54,false,"Hawaii County Open Water Swimming","266","55","00:09:43.7","--","--","--","--","--","3:39","0:19","--","--","0.00","0.0","0.0","0.0","0.0","0.0","191","80","19","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2019-03-22 06:16:05,false,"Hawaii County Running","7.06","783","01:01:48","145","168","3.2","170","189","8:45","6:35","148","187","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","00:31.45","8","0.0"
running,2019-03-20 06:41:09,false,"Honolulu - 2x6x400","5.21","415","00:53:21","119","166","1.7","152","237","10:14","6:27","56","62","0.99","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","69.8","0:00","No","01:00.00","27","0.0"
indoor_cycling,2019-03-18 06:53:16,false,"Indoor Cycling","0.00","213","00:30:45","103","116","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2019-03-17 06:13:16,false,"Honolulu - Running","12.01","1,185","01:49:18","142","164","3.2","168","176","9:06","7:40","115","148","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:04.75","13","0.0"
cycling,2019-03-16 16:08:45,false,"Honolulu - Cycling","3.42","175","00:30:10","94","153","1.2","--","--","6.8","10.9","16","20","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-03-16 07:26:35,false,"Indoor Cycling","0.00","316","00:45:14","101","141","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:02.83","2","0.0"
running,2019-03-15 06:31:02,false,"Honolulu - Running","5.01","573","00:41:34","151","174","3.5","170","183","8:18","7:18","85","92","1.14","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:03.88","6","0.0"
running,2019-03-13 06:30:20,false,"Honolulu - 6x800","4.59","558","00:44:15","146","174","3.1","156","191","9:38","6:00","75","82","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","01:30.00","14","0.0"
indoor_cycling,2019-03-11 06:38:07,false,"Indoor Cycling","0.00","290","00:30:24","117","131","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2019-03-10 06:50:34,false,"Honolulu - Running","10.01","1,104","01:31:02","145","169","3.5","168","177","9:06","7:58","138","157","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:02.36","11","0.0"
indoor_cycling,2019-03-09 07:11:35,false,"Indoor Cycling","0.00","302","00:40:16","108","131","1.7","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","00:00.00","1","0.0"
running,2019-03-08 06:10:58,false,"Honolulu - Running","7.01","875","01:03:18","156","176","4.1","169","179","9:02","7:08","256","259","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:09.55","8","0.0"
running,2019-03-06 06:13:03,false,"Honolulu - Interval 2x1200, 4x800","5.28","532","00:50:17","134","168","2.6","159","191","9:31","6:11","75","85","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","68.0","0:00","No","02:00.00","14","0.0"
indoor_cycling,2019-03-04 06:37:15,false,"Indoor Cycling","0.00","356","00:47:36","109","127","1.8","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2019-03-03 06:08:23,false,"Honolulu - Running","11.01","1,357","01:40:35","154","189","5.0","170","185","9:08","7:08","85","112","1.04","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","00:05.13","12","0.0"
hiking,2019-03-02 08:32:16,false,"Honolulu - Hiking","5.36","661","02:58:13","86","138","1.1","56","204","33:14","14:06","925","840","0.86","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","10:17.84","2","0.0"
running,2019-03-01 17:37:54,false,"Honolulu - Running","5.02","627","00:42:22","162","176","4.0","170","175","8:26","7:42","13","20","1.12","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:08.06","6","0.0"
running,2019-02-27 06:07:21,false,"Honolulu Running","4.34","465","00:38:27","140","164","2.8","168","189","8:52","7:00","75","92","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","69.8","0:00","No","01:00.00","8","0.0"
indoor_cycling,2019-02-25 06:56:11,false,"Indoor Cycling","0.00","238","00:34:22","104","118","1.5","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2019-02-24 06:17:47,false,"Honolulu Running","9.63","1,368","01:39:25","155","184","5.0","164","181","10:19","7:03","1,137","1,133","0.95","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","08:52.07","10","0.0"
running,2019-02-22 06:15:48,false,"Honolulu Running","6.04","639","00:58:41","136","169","2.7","159","211","9:43","6:47","46","59","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","03:43.76","12","0.0"
indoor_cycling,2019-02-21 06:52:13,false,"Indoor Cycling","0.00","261","00:29:53","113","181","1.7","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2019-02-20 06:25:09,false,"Honolulu Running","5.01","561","00:43:09","150","168","3.5","170","189","8:37","7:06","46","72","1.09","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","68.0","0:00","No","07:55.100","6","0.0"
indoor_cycling,2019-02-17 06:55:08,false,"Indoor Cycling","0.00","241","00:30:15","109","128","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:00.00","1","0.0"
running,2019-02-16 07:28:01,false,"Honolulu Running","9.04","1,071","01:21:03","154","179","4.9","170","177","8:58","7:37","82","118","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","08:41.31","10","0.0"
treadmill_running,2019-02-14 06:34:07,false,"Treadmill Running","5.19","548","00:45:00","145","181","3.5","170","183","8:40","7:41","7","16","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","09:11.32","5","0.0"
running,2019-02-11 06:19:24,false,"Honolulu Running","4.76","367","00:47:46","117","159","1.9","154","233","10:03","4:47","75","102","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","68.0","0:00","No","00:41.46","13","0.0"
indoor_cycling,2019-02-10 07:13:55,false,"Indoor Cycling","0.00","363","00:41:47","116","131","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
treadmill_running,2019-02-09 06:37:00,false,"Treadmill Running","6.00","674","00:55:08","144","166","3.6","166","179","9:11","8:03","23","33","0.99","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","09:07.67","6","0.0"
indoor_cycling,2019-02-07 06:14:23,false,"Indoor Cycling","0.00","179","00:30:44","99","127","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2019-02-06 06:07:34,false,"Honolulu Running","5.14","514","00:48:04","136","161","2.9","161","197","9:22","6:28","59","72","1.04","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","68.0","0:00","No","01:30.00","14","0.0"
indoor_cycling,2019-02-04 06:15:12,false,"Indoor Cycling","0.00","243","00:30:07","111","123","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2019-02-03 11:17:47,false,"Honolulu Running","3.49","451","00:31:35","160","174","3.8","166","173","9:03","7:27","23","16","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","08:53.33","4","0.0"
running,2019-02-03 09:03:39,false,"Honolulu Running","6.96","934","01:04:15","160","182","5.0","165","173","9:14","7:41","33","36","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","08:57.38","7","0.0"
indoor_cycling,2019-02-02 06:25:15,false,"Indoor Cycling","0.00","382","00:43:11","115","131","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2019-01-31 06:11:09,false,"Honolulu Running","5.01","574","00:43:54","147","168","3.6","171","181","8:46","7:14","115","121","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","08:16.80","6","0.0"
indoor_cycling,2019-01-30 06:31:52,false,"Indoor Cycling","0.00","379","00:52:52","106","130","1.9","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","69.8","0:00","No","00:00.00","1","0.0"
running,2019-01-27 17:06:13,false,"Honolulu Running","4.16","453","00:35:22","147","178","3.2","171","189","8:30","6:37","105","128","1.11","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","5","0.0"
running,2019-01-26 07:19:05,false,"New York Running","3.32","375","00:30:55","142","168","2.9","165","186","9:18","7:58","194","190","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","39.2","0:00","No","00:00.00","4","0.0"
running,2019-01-24 06:07:03,false,"Honolulu Running","3.04","323","00:27:29","140","166","2.9","171","179","9:03","7:39","33","30","1.04","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","4","0.0"
running,2019-01-23 18:09:35,false,"Honolulu Running","1.70","196","00:17:22","137","153","2.4","160","177","10:12","8:17","46","49","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","2","0.0"
indoor_cycling,2019-01-20 06:34:07,false,"Indoor Cycling","0.00","482","01:06:36","113","151","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-01-18 06:48:43,false,"Indoor Cycling","0.00","365","00:39:06","120","133","2.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-01-17 06:42:07,false,"Indoor Cycling","0.00","391","00:51:28","116","150","1.9","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-01-16 06:20:23,false,"Indoor Cycling","0.00","399","01:01:23","107","119","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-01-15 18:34:25,false,"Indoor Cycling","0.00","178","00:28:11","102","120","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-01-14 06:24:45,false,"Indoor Cycling","0.00","197","00:35:56","95","114","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2019-01-13 17:05:50,false,"Honolulu Running","3.77","509","00:57:28","136","188","3.6","118","211","15:15","8:46","79","69","0.88","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","4","0.0"
indoor_cycling,2019-01-11 18:57:16,false,"Indoor Cycling","0.00","348","00:52:03","106","122","1.7","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
indoor_cycling,2019-01-10 18:35:24,false,"Indoor Cycling","0.00","321","00:46:25","106","121","1.7","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","86.0","0:00","No","00:00.00","1","0.0"
indoor_rowing,2019-01-09 07:11:06,false,"Indoor Rowing","--","31","00:06:49.6","84","123","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","176","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2019-01-07 06:17:50,false,"Honolulu Running","5.46","738","00:53:09","148","169","4.1","166","175","9:44","8:19","461","422","0.99","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","71.6","0:00","No","00:00.00","6","0.0"
indoor_cycling,2019-01-06 06:30:25,false,"Indoor Cycling","0.00","138","00:28:48","88","99","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2019-01-05 06:08:47,false,"Honolulu Running","13.28","1,654","02:04:23","148","174","5.0","169","179","9:22","7:49","164","220","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","15","0.0"
running,2019-01-04 06:33:46,false,"Honolulu Running","3.06","356","00:30:49","129","154","2.6","166","173","10:05","8:52","128","121","0.96","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","4","0.0"
running,2019-01-03 06:09:39,false,"Honolulu Running","7.02","773","01:03:07","138","159","3.6","169","178","9:00","7:59","226","232","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","8","0.0"
running,2019-01-01 06:17:01,false,"Honolulu Running","6.54","724","01:00:05","140","164","3.3","167","175","9:11","7:45","500","503","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","7","0.0"
indoor_cycling,2018-12-31 06:42:36,false,"Indoor Cycling","0.00","192","00:31:51","99","116","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-12-30 14:48:53,false,"Honolulu Running","5.71","691","00:54:46","158","183","3.5","165","176","9:36","7:32","763","760","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","6","0.0"
running,2018-12-29 15:01:43,false,"Honolulu Running","3.19","364","00:31:57","148","169","2.6","161","178","10:02","6:13","66","79","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","4","0.0"
running,2018-12-28 05:40:00,false,"Honolulu Running","14.01","1,435","02:10:10","155","179","3.1","169","184","9:18","7:44","128","167","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","15","0.0"
indoor_cycling,2018-12-26 06:12:29,false,"Indoor Cycling","0.00","150","00:28:47","104","149","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-12-25 16:12:27,false,"Honolulu Running","5.08","439","00:45:28","138","169","2.1","167","189","8:57","6:22","246","266","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","6","0.0"
indoor_rowing,2018-12-24 06:24:59,false,"Indoor Rowing","--","255","00:44:03","107","169","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","945","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-12-23 06:15:50,false,"Honolulu Running","10.34","1,179","01:36:29","160","188","3.2","167","177","9:20","8:19","102","121","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","11","0.0"
indoor_cycling,2018-12-22 06:46:29,false,"Indoor Cycling","0.00","173","00:32:09","107","117","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-12-21 07:12:16,false,"Honolulu Running","1.73","191","00:16:18","146","153","2.1","166","173","9:26","8:14","102","164","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","2","0.0"
running,2018-12-21 06:11:51,false,"Honolulu Running","5.01","658","00:48:21","154","203","3.9","167","176","9:39","8:09","259","207","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:00.00","6","0.0"
running,2018-12-19 06:09:55,false,"Honolulu Running","6.00","658","00:54:19","144","176","3.3","168","177","9:03","7:49","79","108","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","69.8","0:00","No","00:00.00","7","0.0"
running,2018-12-16 18:25:36,false,"Honolulu Running","0.87","103","00:07:06.3","166","175","2.2","166","185","8:11","6:30","10","7","1.18","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-12-16 18:03:00,false,"Honolulu Running","2.20","252","00:18:07","161","174","3.1","172","189","8:14","6:19","7","10","1.24","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","3","0.0"
indoor_rowing,2018-12-15 06:49:20,false,"Indoor Rowing","--","109","00:36:19","78","130","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1072","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-12-14 07:00:15,false,"Honolulu Running","3.01","282","00:26:59","133","155","2.3","168","185","8:58","7:04","7","16","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","4","0.0"
running,2018-12-09 05:00:16,false,"Honolulu Running","26.66","3,340","04:30:52","161","194","5.0","163","238","10:10","7:14","548","607","0.97","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","27","0.0"
running,2018-12-06 06:16:43,false,"Honolulu Running","3.59","389","00:32:52","137","156","2.8","168","177","9:09","8:19","52","364","1.04","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","4","0.0"
running,2018-12-05 06:05:26,false,"Honolulu Running","5.03","702","00:51:30","154","177","4.2","160","197","10:15","6:04","115","125","0.97","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","14","0.0"
running,2018-12-02 05:46:03,false,"Honolulu Running","10.54","1,511","01:38:21","157","186","5.0","168","183","9:20","7:14","526","530","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","11","0.0"
running,2018-11-30 04:19:15,false,"Honolulu Running","6.04","630","00:54:12","132","147","3.1","169","181","8:59","7:40","43","52","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","7","0.0"
indoor_rowing,2018-11-29 06:53:48,false,"Indoor Rowing","--","328","00:35:29","117","164","2.5","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1030","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-11-28 06:08:16,false,"Honolulu Running","6.11","704","01:00:20","132","168","3.3","160","191","9:52","6:56","135","148","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","12","0.0"
running,2018-11-25 05:56:54,false,"Honolulu Running","13.45","1,643","02:05:52","166","188","4.5","167","177","9:21","7:29","805","799","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:00.00","14","0.0"
indoor_rowing,2018-11-24 07:33:56,false,"Indoor Rowing","--","40","00:33:31","55","105","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","935","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
indoor_cycling,2018-11-23 07:18:45,false,"Indoor Cycling","0.00","211","00:38:56","106","125","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
running,2018-11-22 06:45:14,false,"Honolulu Running","5.01","521","00:42:03","152","176","3.3","173","186","8:24","7:00","43","52","1.11","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","6","0.0"
indoor_rowing,2018-11-21 06:50:28,false,"Indoor Rowing","--","280","01:15:06","92","150","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1258","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-11-19 06:07:26,false,"Honolulu Running","6.18","603","00:58:59","143","172","2.5","160","190","9:32","6:41","259","264","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","18","0.0"
running,2018-11-17 05:06:10,false,"Honolulu Running","20.01","1,865","03:12:21","150","184","3.7","170","181","9:37","8:00","902","906","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:00.00","21","0.0"
indoor_cycling,2018-11-16 07:07:36,false,"Indoor Cycling","0.00","174","00:29:06","110","125","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
indoor_cycling,2018-11-15 06:46:07,false,"Indoor Cycling","0.00","197","00:35:03","108","129","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-11-14 05:14:44,false,"Honolulu Running","8.08","846","01:14:18","149","177","3.3","171","179","9:12","7:50","59","72","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","9","0.0"
treadmill_running,2018-11-11 06:38:44,false,"Treadmill Running","5.99","550","01:00:00","136","177","2.5","142","192","10:01","7:19","13","39","0.89","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:00.00","5","0.0"
indoor_rowing,2018-11-11 06:26:04,false,"Indoor Rowing","--","62","00:07:16.1","122","160","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","187","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
running,2018-11-09 05:07:17,false,"Honolulu Running","15.15","1,281","02:23:14","144","167","3.2","171","184","9:27","7:29","102","131","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","16","0.0"
indoor_cycling,2018-11-08 06:34:36,false,"Indoor Cycling","0.00","216","00:45:58","101","113","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-11-07 05:05:43,false,"Honolulu Running","10.01","973","01:33:08","147","177","3.0","172","181","9:18","7:32","59","92","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","11","0.0"
running,2018-11-05 05:10:47,false,"Honolulu Running","5.12","478","00:51:04","138","163","2.2","161","194","9:58","5:54","89","102","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","8","0.0"
indoor_rowing,2018-11-04 16:14:22,false,"Indoor Rowing","--","126","00:31:40","89","150","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","882","--","--","0:00","80.6","0:00","No","00:00.00","2","0.0"
running,2018-11-03 05:06:34,false,"Honolulu Running","20.00","1,926","03:16:49","151","181","3.7","170","178","9:50","8:16","844","843","0.96","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","21","0.0"
running,2018-11-01 05:01:55,false,"Honolulu Running","6.12","533","00:57:06","137","178","2.3","172","181","9:20","8:16","46","49","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","7","0.0"
indoor_cycling,2018-10-31 06:17:48,false,"Indoor Cycling","0.00","247","00:47:08","108","123","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
