"PlayerName","Team","POS","ADP","IP","rPTS","PTS","aPOS","Dollars"
"Blake Wood","","RP","999.0","50","231.0","($751.3)","$77.0","($673.3)"
"Roenis Elias","Mariners","RP","601.0","59","231.0","($751.3)","$77.0","($673.3)"
"Jerad Eickhoff","Phillies","SP","586.3","56","231.0","($751.3)","$77.0","($673.3)"
"Brett Anderson","Athletics","SP","597.7","66","228.0","($754.5)","$77.0","($676.5)"
"Rhiner Cruz","","RP","999.0","50","228.0","($754.5)","$77.0","($676.5)"
"Jonathan Holder","Yankees","RP","600.3","50","228.0","($754.5)","$77.0","($676.5)"
"Hector Neris","Phillies","RP","585.5","40","228.0","($754.5)","$77.0","($676.5)"
"Scott Alexander","Dodgers","RP","600.9","50","228.0","($754.5)","$77.0","($676.5)"
"Wily Peralta","Royals","RP","396.5","55","225.0","($757.6)","$77.0","($679.6)"
"Gabriel Moya","Twins","RP","999.0","50","225.0","($757.6)","$77.0","($679.6)"
"Pierce Johnson","","RP","999.0","50","225.0","($757.6)","$77.0","($679.6)"
"Hansel Robles","Angels","RP","600.5","50","225.0","($757.6)","$77.0","($679.6)"
"Nick Vincent","Giants","RP","999.0","50","222.0","($760.8)","$77.0","($682.8)"
"Ryne Stanek","Rays","RP","593.9","40","222.0","($760.8)","$77.0","($682.8)"
"Cam Bedrosian","Angels","RP","600.8","50","222.0","($760.8)","$77.0","($682.8)"
"Jonny Venters","Braves","RP","999.0","50","219.0","($763.9)","$77.0","($685.9)"
"Domingo German","Yankees","SP/RP","380.2","48","219.0","($763.9)","$77.0","($685.9)"
"Trevor Hildenberger","Twins","RP","597.0","50","219.0","($763.9)","$77.0","($685.9)"
"Chris Martin","Rangers","RP","600.8","50","219.0","($763.9)","$77.0","($685.9)"
"Nick Kingham","Pirates","SP","580.9","54","219.0","($763.9)","$77.0","($685.9)"
"Jesse Biddle","Braves","RP","999.0","45","219.0","($763.9)","$77.0","($685.9)"
"Jake McGee","Rockies","RP","600.8","50","216.0","($767.1)","$77.0","($689.1)"
"Brad Brach","Cubs","RP","596.7","45","216.0","($767.1)","$77.0","($689.1)"
"Hector Velazquez","Red Sox","SP/RP","601.0","59","216.0","($767.1)","$77.0","($689.1)"
"Daniel Stumpf","Tigers","RP","999.0","50","216.0","($767.1)","$77.0","($689.1)"
"Joe Ross","Nationals","SP","585.5","56","216.0","($767.1)","$77.0","($689.1)"
"Nick Tropeano","Angels","SP","600.9","55","216.0","($767.1)","$77.0","($689.1)"
"Zac Rosscup","Mariners","RP","999.0","40","213.0","($770.2)","$77.0","($692.2)"
"Cory Gearrin","Mariners","RP","999.0","50","213.0","($770.2)","$77.0","($692.2)"
"Tyler Chatwood","Cubs","SP","598.9","54","213.0","($770.2)","$77.0","($692.2)"
"Adam Morgan","Phillies","RP","999.0","45","213.0","($770.2)","$77.0","($692.2)"
"Tommy Kahnle","Yankees","RP","600.7","40","213.0","($770.2)","$77.0","($692.2)"
"A.J. Puk","","SP","583.4","47","210.0","($773.4)","$77.0","($695.4)"
"Adam Warren","Padres","RP","999.0","45","210.0","($773.4)","$77.0","($695.4)"
"Bryan Shaw","Rockies","RP","999.0","50","210.0","($773.4)","$77.0","($695.4)"
"Richard Bleier","Orioles","RP","599.1","65","210.0","($773.4)","$77.0","($695.4)"
"Robert Stock","Padres","RP","999.0","45","210.0","($773.4)","$77.0","($695.4)"
"Blaine Hardy","Tigers","RP","999.0","50","210.0","($773.4)","$77.0","($695.4)"
"Tim Hill","Royals","RP","599.1","50","210.0","($773.4)","$77.0","($695.4)"
"Jimmie Sherfy","Diamondbacks","RP","601.0","40","210.0","($773.4)","$77.0","($695.4)"
"Joaquin Benoit","","RP","999.0","50","210.0","($773.4)","$77.0","($695.4)"
"Juan Nicasio","Phillies","RP","999.0","40","207.0","($776.5)","$77.0","($698.5)"
"Jose De Leon","Rays","SP","600.9","46","207.0","($776.5)","$77.0","($698.5)"
"Oliver Perez","Indians","RP","999.0","40","207.0","($776.5)","$77.0","($698.5)"
"Brian Johnson","Red Sox","SP/RP","999.0","56","207.0","($776.5)","$77.0","($698.5)"
"Mike Dunn","Rockies","RP","999.0","50","204.0","($779.7)","$77.0","($701.7)"
"Jeremy Jeffress","Brewers","RP","429.0","40","204.0","($779.7)","$77.0","($701.7)"
"Bobby Poyner","Red Sox","RP","999.0","50","204.0","($779.7)","$77.0","($701.7)"
"Matt Koch","Diamondbacks","SP/RP","999.0","64","204.0","($779.7)","$77.0","($701.7)"
"Jonathan Loaisiga","Yankees","RP","552.5","43","201.0","($782.8)","$77.0","($704.8)"
"Ian Hamilton","White Sox","RP","600.9","45","201.0","($782.8)","$77.0","($704.8)"
"Evan Phillips","Orioles","RP","999.0","45","201.0","($782.8)","$77.0","($704.8)"
"Cody Carroll","Orioles","RP","999.0","45","201.0","($782.8)","$77.0","($704.8)"
"Jon Edwards","Indians","RP","999.0","40","201.0","($782.8)","$77.0","($704.8)"
"Dylan Floro","Dodgers","RP","999.0","50","201.0","($782.8)","$77.0","($704.8)"
"Michael Feliz","Pirates","RP","999.0","40","201.0","($782.8)","$77.0","($704.8)"
"Aaron Loup","Padres","RP","999.0","40","201.0","($782.8)","$77.0","($704.8)"
"Daniel Hudson","Blue Jays","RP","999.0","45","198.0","($786.0)","$77.0","($708.0)"
"Allen Webster","","RP","999.0","50","198.0","($786.0)","$77.0","($708.0)"
"Daniel Zamora","Mets","RP","999.0","40","198.0","($786.0)","$77.0","($708.0)"
"Dean Deetz","Astros","RP","999.0","40","198.0","($786.0)","$77.0","($708.0)"
"Junichi Tazawa","","RP","999.0","50","195.0","($789.1)","$77.0","($711.1)"
"Luis Avilan","Mets","RP","999.0","40","195.0","($789.1)","$77.0","($711.1)"
"Matt Belisle","","RP","999.0","50","195.0","($789.1)","$77.0","($711.1)"
"Sean Reid-Foley","Blue Jays","SP","599.7","46","195.0","($789.1)","$77.0","($711.1)"
"Eric Skoglund","Royals","SP","999.0","56","195.0","($789.1)","$77.0","($711.1)"
"Dan Otero","Indians","RP","999.0","50","192.0","($792.3)","$77.0","($714.3)"
"Austin Brice","Marlins","RP","999.0","45","192.0","($792.3)","$77.0","($714.3)"
"Miguel Castro","Orioles","RP","600.6","55","192.0","($792.3)","$77.0","($714.3)"
"Emilio Pagan","Rays","RP","601.0","40","192.0","($792.3)","$77.0","($714.3)"
"Caleb Frare","White Sox","RP","999.0","40","192.0","($792.3)","$77.0","($714.3)"
"James Pazos","Phillies","RP","999.0","40","192.0","($792.3)","$77.0","($714.3)"
"Marcus Walden","Red Sox","RP","999.0","50","189.0","($795.4)","$77.0","($717.4)"
"Gio Gonzalez","Yankees","SP","546.6","46","189.0","($795.4)","$77.0","($717.4)"
"Ian Kennedy","Royals","RP","600.6","45","189.0","($795.4)","$77.0","($717.4)"
"Zach Duke","Reds","RP","999.0","40","189.0","($795.4)","$77.0","($717.4)"
"Jeffrey Springs","Rangers","RP","999.0","40","189.0","($795.4)","$77.0","($717.4)"
"Hunter Wood","Rays","RP","999.0","40","189.0","($795.4)","$77.0","($717.4)"
"Taylor Williams","Brewers","RP","600.2","40","189.0","($795.4)","$77.0","($717.4)"
"Tim Peterson","Mets","RP","999.0","40","189.0","($795.4)","$77.0","($717.4)"
"Walker Lockett","Mets","SP","999.0","48","189.0","($795.4)","$77.0","($717.4)"
"Felix Pena","Angels","SP","584.8","46","189.0","($795.4)","$77.0","($717.4)"
"Ryan Carpenter","Tigers","SP","999.0","55","189.0","($795.4)","$77.0","($717.4)"
"Jose Alvarez","Phillies","RP","600.0","40","186.0","($798.6)","$77.0","($720.6)"
"Adam Plutko","Indians","SP/RP","999.0","49","186.0","($798.6)","$77.0","($720.6)"
"Joe Biagini","Blue Jays","RP","999.0","50","186.0","($798.6)","$77.0","($720.6)"
"Fernando Rodney","Athletics","RP","596.3","40","183.0","($801.7)","$77.0","($723.7)"
"Luis Garcia","Angels","RP","999.0","40","180.0","($804.9)","$77.0","($726.9)"
"Stephen Gonsalves","Twins","SP","600.9","47","180.0","($804.9)","$77.0","($726.9)"
"Cody Anderson","Indians","RP","999.0","48","180.0","($804.9)","$77.0","($726.9)"
"Erasmo Ramirez","Red Sox","SP","999.0","49","180.0","($804.9)","$77.0","($726.9)"
"Chris Rusin","Rockies","RP","999.0","45","177.0","($808.0)","$77.0","($730.0)"
"Shawn Kelley","Rangers","RP","600.1","40","177.0","($808.0)","$77.0","($730.0)"
"Ty Blach","Giants","SP/RP","999.0","53","177.0","($808.0)","$77.0","($730.0)"
"Connor Sadzeck","Mariners","RP","999.0","40","177.0","($808.0)","$77.0","($730.0)"
"Koda Glover","Nationals","RP","600.8","40","174.0","($811.2)","$77.0","($733.2)"
"Jeff Brigham","Marlins","SP","999.0","46","174.0","($811.2)","$77.0","($733.2)"
"Steven Brault","Pirates","RP","999.0","40","174.0","($811.2)","$77.0","($733.2)"
"Jimmy Yacabonis","Orioles","SP/RP","999.0","48","174.0","($811.2)","$77.0","($733.2)"
"Yimi Garcia","Dodgers","RP","999.0","40","174.0","($811.2)","$77.0","($733.2)"
"Matt Magill","Twins","RP","999.0","40","171.0","($814.3)","$77.0","($736.4)"
"Kyle Bird","","RP","999.0","40","168.0","($817.5)","$77.0","($739.5)"
"Cal Quantrill","","SP","600.7","47","168.0","($817.5)","$77.0","($739.5)"
"Carson Fulmer","White Sox","SP","999.0","48","168.0","($817.5)","$77.0","($739.5)"
"Drew VerHagen","Tigers","RP","999.0","40","168.0","($817.5)","$77.0","($739.5)"
"Adam Kolarek","Rays","RP","999.0","40","168.0","($817.5)","$77.0","($739.5)"
"Austin Pruitt","Rays","RP","600.7","40","165.0","($820.6)","$77.0","($742.7)"
"Thyago Vieira","White Sox","RP","999.0","40","165.0","($820.6)","$77.0","($742.7)"
"Clay Holmes","Pirates","RP","999.0","39","165.0","($820.6)","$77.0","($742.7)"
"Shane Carle","Braves","RP","999.0","40","159.0","($826.9)","$77.0","($749.0)"
"Austin Voth","Nationals","RP","999.0","39","159.0","($826.9)","$77.0","($749.0)"
"Matt Grace","Nationals","RP","999.0","40","159.0","($826.9)","$77.0","($749.0)"
"Kevin McCarthy","Royals","RP","600.0","45","156.0","($830.1)","$77.0","($752.1)"
"Luis Cessa","Yankees","SP/RP","586.9","39","156.0","($830.1)","$77.0","($752.1)"
"Ariel Jurado","Rangers","SP","999.0","57","153.0","($833.2)","$77.0","($755.3)"
"Yefry Ramirez","Orioles","SP/RP","999.0","39","153.0","($833.2)","$77.0","($755.3)"
"Brandon Kintzler","Cubs","RP","999.0","40","150.0","($836.4)","$77.0","($758.4)"
"Victor Alcantara","Tigers","RP","600.7","40","150.0","($836.4)","$77.0","($758.4)"
"Glenn Sparkman","Royals","RP","999.0","43","144.0","($842.7)","$77.0","($764.7)"
"Chasen Bradford","Mariners","RP","999.0","40","144.0","($842.7)","$77.0","($764.7)"
"Jacob Nix","Padres","SP","999.0","37","141.0","($845.8)","$77.0","($767.9)"
"Josh Rogers","Orioles","SP","999.0","46","138.0","($849.0)","$77.0","($771.0)"
"JC Ramirez","Angels","SP","999.0","37","129.0","($858.4)","$77.0","($780.5)"
"Dillon Peters","Angels","SP","999.0","37","129.0","($858.4)","$77.0","($780.5)"
"Gabriel Ynoa","Orioles","RP","999.0","38","126.0","($861.6)","$77.0","($783.6)"
"Luis Ortiz","Orioles","SP","599.5","37","114.0","($874.2)","$77.0","($796.2)"
