Date,Workout Name,Exercise Name,Set Order,lb,Reps,mi,Seconds,Notes
2016-03-08 10:51:42,"Basic 2","Bench Press (Machine)",0,65.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Bench Press (Machine)",1,80.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Lat Pulldown (Custom)",0,80.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Lat Pulldown (Custom)",1,80.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Shoulder Press (Machine)",0,35.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Shoulder Press (Machine)",1,35.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Bicep Curl (Machine)",0,25.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Bicep Curl (Machine)",1,30.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Tricep Extension",0,45.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Tricep Extension",1,45.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Seated Row (Custom)",0,80.0,10,.0,0,""
2016-03-08 10:51:42,"Basic 2","Seated Row (Custom)",1,80.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Bench Press (Machine)",0,90.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Bench Press (Machine)",1,90.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Lat Pulldown (Custom)",0,80.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Lat Pulldown (Custom)",1,95.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Shoulder Press (Machine)",0,35.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Shoulder Press (Machine)",1,40.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Bicep Curl (Machine)",0,30.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Bicep Curl (Machine)",1,35.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Tricep Extension",0,50.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Tricep Extension",1,50.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Seated Row (Custom)",0,80.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Seated Row (Custom)",1,95.0,10,.0,0,""
2016-03-10 10:50:16,"Basic 2","Crunch",0,.0,46,.0,0,""
2016-03-10 10:50:16,"Basic 2","Crunch",1,.0,25,.0,0,""
2016-03-10 10:50:16,"Basic 2","Crunch",2,.0,25,.0,0,""
2016-03-13 13:27:12,"Basic 2","Bench Press (Machine)",0,85.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Bench Press (Machine)",1,85.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Bench Press (Machine)",2,85.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Lat Pulldown (Custom)",0,85.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Lat Pulldown (Custom)",1,85.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Lat Pulldown (Custom)",2,85.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Bicep Curl (Machine)",0,30.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Bicep Curl (Machine)",1,30.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Bicep Curl (Machine)",2,30.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Tricep Extension",0,50.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Tricep Extension",1,50.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Tricep Extension",2,50.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Seated Row (Custom)",0,85.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Seated Row (Custom)",1,85.0,8,.0,0,""
2016-03-13 13:27:12,"Basic 2","Seated Row (Custom)",2,85.0,8,.0,0,""
2016-03-13 13:27:12,"Basic 2","Shoulder Press (Dumbbell)",0,30.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Shoulder Press (Dumbbell)",1,40.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Shoulder Press (Dumbbell)",2,40.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Standing Calf Raise (Machine)",0,155.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Standing Calf Raise (Machine)",1,155.0,10,.0,0,""
2016-03-13 13:27:12,"Basic 2","Standing Calf Raise (Machine)",2,155.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Bench Press (Machine)",0,80.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Bench Press (Machine)",1,80.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Bench Press (Machine)",2,80.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Lat Pulldown (Custom)",0,80.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Lat Pulldown (Custom)",1,95.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Lat Pulldown (Custom)",2,95.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Shoulder Press (Machine)",0,40.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Shoulder Press (Machine)",1,40.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Shoulder Press (Machine)",2,50.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Bicep Curl (Machine)",0,30.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Bicep Curl (Machine)",1,30.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Bicep Curl (Machine)",2,30.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Tricep Extension",0,50.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Tricep Extension",1,50.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Tricep Extension",2,50.0,10,.0,0,""
2016-03-16 11:59:45,"Basic 2","Seated Row (Custom)",0,90.0,8,.0,0,""
2016-03-16 11:59:45,"Basic 2","Seated Row (Custom)",1,90.0,8,.0,0,""
2016-03-16 11:59:45,"Basic 2","Seated Row (Custom)",2,90.0,8,.0,0,""
2016-03-16 11:59:45,"Basic 2","Crunch",0,.0,50,.0,0,""
2016-03-16 11:59:45,"Basic 2","Crunch",1,.0,18,.0,0,""
2016-03-16 11:59:45,"Basic 2","Crunch",2,.0,30,.0,0,""
2016-03-18 11:34:44,"Basic 2","Bench Press (Machine)",0,85.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Bench Press (Machine)",1,85.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Bench Press (Machine)",2,85.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Lat Pulldown (Custom)",0,85.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Lat Pulldown (Custom)",1,85.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Lat Pulldown (Custom)",2,85.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Bicep Curl (Machine)",0,30.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Bicep Curl (Machine)",1,40.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Bicep Curl (Machine)",2,40.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Tricep Extension",0,50.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Tricep Extension",1,65.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Tricep Extension",2,65.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Seated Row (Custom)",0,85.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Seated Row (Custom)",1,85.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Seated Row (Custom)",2,85.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Shoulder Press (Dumbbell)",0,45.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Shoulder Press (Dumbbell)",1,45.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Shoulder Press (Dumbbell)",2,45.0,8,.0,0,""
2016-03-18 11:34:44,"Basic 2","Decline Crunch",0,.0,10,.0,0,""
2016-03-18 11:34:44,"Basic 2","Decline Crunch",1,.0,4,.0,0,""
2016-03-20 12:57:10,"Basic 2","Bench Press (Machine)",0,85.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Bench Press (Machine)",1,85.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Bench Press (Machine)",2,85.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Lat Pulldown (Custom)",0,85.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Lat Pulldown (Custom)",1,85.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Lat Pulldown (Custom)",2,85.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Bicep Curl (Machine)",0,40.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Bicep Curl (Machine)",1,50.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Bicep Curl (Machine)",2,50.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Tricep Extension",0,65.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Tricep Extension",1,65.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Tricep Extension",2,65.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Seated Row (Custom)",0,85.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Seated Row (Custom)",1,85.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Seated Row (Custom)",2,85.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Shoulder Press (Dumbbell)",0,45.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Shoulder Press (Dumbbell)",1,45.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Shoulder Press (Dumbbell)",2,45.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Leg Extension (Custom)",0,73.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Leg Extension (Custom)",1,73.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Leg Extension (Custom)",2,73.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Standing Calf Raise (Machine)",0,155.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Standing Calf Raise (Machine)",1,155.0,12,.0,0,""
2016-03-20 12:57:10,"Basic 2","Standing Calf Raise (Machine)",2,155.0,14,.0,0,""
2016-03-20 12:57:10,"Basic 2","Decline Crunch",0,.0,12,.0,0,""
2016-03-20 12:57:10,"Basic 2","Decline Crunch",1,.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Decline Crunch",2,.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Inverse Leg Curl",0,87.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Inverse Leg Curl",1,87.0,10,.0,0,""
2016-03-20 12:57:10,"Basic 2","Inverse Leg Curl",2,87.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Bench Press (Machine)",0,85.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Bench Press (Machine)",1,85.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Bench Press (Machine)",2,85.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Lat Pulldown (Custom)",0,85.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Lat Pulldown (Custom)",1,85.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Lat Pulldown (Custom)",2,85.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Bicep Curl (Machine)",0,50.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Bicep Curl (Machine)",1,50.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Bicep Curl (Machine)",2,50.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Tricep Extension",0,65.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Tricep Extension",1,65.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Tricep Extension",2,65.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Seated Row (Custom)",0,85.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Seated Row (Custom)",1,85.0,8,.0,0,""
2016-03-23 11:36:54,"Basic 2","Seated Row (Custom)",2,85.0,8,.0,0,""
2016-03-23 11:36:54,"Basic 2","Shoulder Press (Dumbbell)",0,45.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Shoulder Press (Dumbbell)",1,45.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Shoulder Press (Dumbbell)",2,45.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Decline Crunch",0,.0,12,.0,0,""
2016-03-23 11:36:54,"Basic 2","Decline Crunch",1,.0,10,.0,0,""
2016-03-23 11:36:54,"Basic 2","Decline Crunch",2,.0,8,.0,0,""
2016-03-27 00:26:29,"Basic 2","Bench Press (Machine)",0,100.0,7,.0,0,""
2016-03-27 00:26:29,"Basic 2","Bench Press (Machine)",1,100.0,8,.0,0,""
2016-03-27 00:26:29,"Basic 2","Bench Press (Machine)",2,100.0,8,.0,0,""
2016-03-27 00:26:29,"Basic 2","Lat Pulldown (Custom)",0,85.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Lat Pulldown (Custom)",1,85.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Lat Pulldown (Custom)",2,85.0,8,.0,0,""
2016-03-27 00:26:29,"Basic 2","Bicep Curl (Machine)",0,50.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Bicep Curl (Machine)",1,55.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Bicep Curl (Machine)",2,60.0,8,.0,0,""
2016-03-27 00:26:29,"Basic 2","Tricep Extension",0,65.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Tricep Extension",1,65.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Tricep Extension",2,65.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Seated Row (Custom)",0,85.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Seated Row (Custom)",1,85.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Seated Row (Custom)",2,85.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Shoulder Press (Dumbbell)",0,50.0,8,.0,0,""
2016-03-27 00:26:29,"Basic 2","Shoulder Press (Dumbbell)",1,50.0,8,.0,0,""
2016-03-27 00:26:29,"Basic 2","Shoulder Press (Dumbbell)",2,50.0,8,.0,0,""
2016-03-27 00:26:29,"Basic 2","Inverse Leg Curl",0,124.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Inverse Leg Curl",1,124.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Inverse Leg Curl",2,124.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Leg Extension (Custom)",0,73.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Leg Extension (Custom)",1,73.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Leg Extension (Custom)",2,73.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Decline Crunch",0,.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Decline Crunch",1,.0,10,.0,0,""
2016-03-27 00:26:29,"Basic 2","Decline Crunch",2,.0,12,.0,0,""
2016-03-30 12:06:24,"Basic 2","Bench Press (Machine)",0,100.0,8,.0,0,""
2016-03-30 12:06:24,"Basic 2","Bench Press (Machine)",1,100.0,8,.0,0,""
2016-03-30 12:06:24,"Basic 2","Bench Press (Machine)",2,100.0,8,.0,0,""
2016-03-30 12:06:24,"Basic 2","Lat Pulldown (Custom)",0,85.0,10,.0,0,""
2016-03-30 12:06:24,"Basic 2","Lat Pulldown (Custom)",1,85.0,10,.0,0,""
2016-03-30 12:06:24,"Basic 2","Lat Pulldown (Custom)",2,85.0,12,.0,0,""
2016-03-30 12:06:24,"Basic 2","Shoulder Press (Machine)",0,56.0,10,.0,0,""
2016-03-30 12:06:24,"Basic 2","Shoulder Press (Machine)",1,56.0,10,.0,0,""
2016-03-30 12:06:24,"Basic 2","Shoulder Press (Machine)",2,56.0,10,.0,0,""
2016-03-30 12:06:24,"Basic 2","Bicep Curl (Machine)",0,50.0,10,.0,0,""
2016-03-30 12:06:24,"Basic 2","Bicep Curl (Machine)",1,50.0,10,.0,0,""
2016-03-30 12:06:24,"Basic 2","Bicep Curl (Machine)",2,50.0,8,.0,0,""
2016-03-30 12:06:24,"Basic 2","Tricep Extension",0,70.0,8,.0,0,""
2016-03-30 12:06:24,"Basic 2","Tricep Extension",1,70.0,8,.0,0,""
2016-03-30 12:06:24,"Basic 2","Tricep Extension",2,70.0,6,.0,0,""
2016-03-30 12:06:24,"Basic 2","Seated Row (Custom)",0,90.0,8,.0,0,""
2016-03-30 12:06:24,"Basic 2","Seated Row (Custom)",1,90.0,8,.0,0,""
2016-03-30 12:06:24,"Basic 2","Seated Row (Custom)",2,90.0,8,.0,0,""
2016-04-01 12:07:15,"Basic 2","Bench Press (Machine)",0,100.0,10,.0,0,""
2016-04-01 12:07:15,"Basic 2","Bench Press (Machine)",1,100.0,8,.0,0,""
2016-04-01 12:07:15,"Basic 2","Bench Press (Machine)",2,100.0,8,.0,0,""
2016-04-01 12:07:15,"Basic 2","Lat Pulldown (Custom)",0,95.0,8,.0,0,""
2016-04-01 12:07:15,"Basic 2","Lat Pulldown (Custom)",1,95.0,8,.0,0,""
2016-04-01 12:07:15,"Basic 2","Lat Pulldown (Custom)",2,95.0,10,.0,0,""
2016-04-01 12:07:15,"Basic 2","Shoulder Press (Machine)",0,62.0,10,.0,0,""
2016-04-01 12:07:15,"Basic 2","Shoulder Press (Machine)",1,62.0,10,.0,0,""
2016-04-01 12:07:15,"Basic 2","Shoulder Press (Machine)",2,62.0,10,.0,0,""
2016-04-01 12:07:15,"Basic 2","Bicep Curl (Machine)",0,50.0,10,.0,0,""
2016-04-01 12:07:15,"Basic 2","Bicep Curl (Machine)",1,50.0,10,.0,0,""
2016-04-01 12:07:15,"Basic 2","Bicep Curl (Machine)",2,50.0,8,.0,0,""
2016-04-01 12:07:15,"Basic 2","Tricep Extension",0,70.0,6,.0,0,""
2016-04-01 12:07:15,"Basic 2","Tricep Extension",1,70.0,6,.0,0,""
2016-04-01 12:07:15,"Basic 2","Tricep Extension",2,70.0,6,.0,0,""
2016-04-02 19:20:36,"Legs","Inverse Leg Curl",0,133.0,10,.0,0,""
2016-04-02 19:20:36,"Legs","Inverse Leg Curl",1,133.0,10,.0,0,""
2016-04-02 19:20:36,"Legs","Inverse Leg Curl",2,133.0,8,.0,0,""
2016-04-02 19:20:36,"Legs","Standing Calf Raise (Machine)",0,240.0,10,.0,0,""
2016-04-02 19:20:36,"Legs","Standing Calf Raise (Machine)",1,240.0,10,.0,0,""
2016-04-02 19:20:36,"Legs","Standing Calf Raise (Machine)",2,240.0,12,.0,0,""
2016-04-02 19:20:36,"Legs","Leg Extension (Custom)",0,74.0,10,.0,0,""
2016-04-02 19:20:36,"Legs","Leg Extension (Custom)",1,74.0,10,.0,0,""
2016-04-02 19:20:36,"Legs","Leg Extension (Custom)",2,74.0,10,.0,0,""
2016-04-02 19:20:36,"Legs","Crunch",0,.0,50,.0,0,""
2016-04-02 19:20:36,"Legs","Crunch",1,.0,40,.0,0,""
2016-04-02 19:20:36,"Legs","Seated Row (Custom)",0,90.0,8,.0,0,""
2016-04-02 19:20:36,"Legs","Seated Row (Custom)",1,90.0,8,.0,0,""
2016-04-02 19:20:36,"Legs","Seated Row (Custom)",2,90.0,12,.0,0,""
2016-04-03 21:28:54,"Basic 2","Bench Press (Machine)",0,100.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Bench Press (Machine)",1,100.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Bench Press (Machine)",2,105.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Lat Pulldown (Custom)",0,95.0,12,.0,0,""
2016-04-03 21:28:54,"Basic 2","Lat Pulldown (Custom)",1,100.0,12,.0,0,""
2016-04-03 21:28:54,"Basic 2","Lat Pulldown (Custom)",2,110.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Shoulder Press (Machine)",0,65.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Shoulder Press (Machine)",1,65.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Shoulder Press (Machine)",2,65.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Bicep Curl (Machine)",0,50.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Bicep Curl (Machine)",1,50.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Bicep Curl (Machine)",2,50.0,8,.0,0,""
2016-04-03 21:28:54,"Basic 2","Tricep Extension",0,60.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Tricep Extension",1,50.0,16,.0,0,""
2016-04-03 21:28:54,"Basic 2","Seated Row (Custom)",0,90.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Seated Row (Custom)",1,95.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Seated Row (Custom)",2,95.0,10,.0,0,""
2016-04-03 21:28:54,"Basic 2","Crunch",0,.0,50,.0,0,""
2016-04-03 21:28:54,"Basic 2","Crunch",1,.0,50,.0,0,""
2016-04-09 14:29:11,"Basic 2","Bench Press (Machine)",0,100.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Bench Press (Machine)",1,100.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Bench Press (Machine)",2,100.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Lat Pulldown (Custom)",0,115.0,6,.0,0,""
2016-04-09 14:29:11,"Basic 2","Lat Pulldown (Custom)",1,115.0,6,.0,0,""
2016-04-09 14:29:11,"Basic 2","Lat Pulldown (Custom)",2,100.0,6,.0,0,""
2016-04-09 14:29:11,"Basic 2","Shoulder Press (Machine)",0,69.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Shoulder Press (Machine)",1,69.0,8,.0,0,""
2016-04-09 14:29:11,"Basic 2","Shoulder Press (Machine)",2,69.0,8,.0,0,""
2016-04-09 14:29:11,"Basic 2","Bicep Curl (Machine)",0,50.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Bicep Curl (Machine)",1,50.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Bicep Curl (Machine)",2,50.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Tricep Extension",0,60.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Tricep Extension",1,60.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Tricep Extension",2,60.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Seated Row (Custom)",0,100.0,8,.0,0,""
2016-04-09 14:29:11,"Basic 2","Seated Row (Custom)",1,100.0,8,.0,0,""
2016-04-09 14:29:11,"Basic 2","Seated Row (Custom)",2,100.0,8,.0,0,""
2016-04-09 14:29:11,"Basic 2","Crunch",0,.0,30,.0,0,""
2016-04-09 14:29:11,"Basic 2","Crunch",1,.0,22,.0,0,""
2016-04-09 14:29:11,"Basic 2","Crunch",2,.0,30,.0,0,""
2016-04-09 14:29:11,"Basic 2","Decline Crunch",0,.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Decline Crunch",1,.0,8,.0,0,""
2016-04-09 14:29:11,"Basic 2","Decline Crunch",2,.0,10,.0,0,""
2016-04-09 14:29:11,"Basic 2","Running",0,.0,0,.0,600,"Curve manual treadmill"
2016-04-13 12:07:08,"Basic 2","Bench Press (Machine)",0,100.0,12,.0,0,""
2016-04-13 12:07:08,"Basic 2","Bench Press (Machine)",1,110.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Bench Press (Machine)",2,120.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Lat Pulldown (Custom)",0,110.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Lat Pulldown (Custom)",1,110.0,8,.0,0,""
2016-04-13 12:07:08,"Basic 2","Lat Pulldown (Custom)",2,110.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Shoulder Press (Machine)",0,70.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Shoulder Press (Machine)",1,70.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Shoulder Press (Machine)",2,80.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Bicep Curl (Machine)",0,50.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Bicep Curl (Machine)",1,50.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Bicep Curl (Machine)",2,50.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Tricep Extension",0,60.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Tricep Extension",1,60.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Tricep Extension",2,60.0,10,.0,0,""
2016-04-13 12:07:08,"Basic 2","Seated Row (Custom)",0,100.0,8,.0,0,""
2016-04-13 12:07:08,"Basic 2","Seated Row (Custom)",1,100.0,8,.0,0,""
2016-04-13 12:07:08,"Basic 2","Seated Row (Custom)",2,100.0,8,.0,0,""
2016-04-13 12:07:08,"Basic 2","Crunch",0,.0,50,.0,0,""
2016-04-13 12:07:08,"Basic 2","Crunch",1,.0,50,.0,0,""
2016-04-13 12:07:08,"Basic 2","Crunch",2,.0,50,.0,0,""
2016-04-15 11:37:02,"Basic 2","Bench Press (Machine)",0,112.0,12,.0,0,""
2016-04-15 11:37:02,"Basic 2","Bench Press (Machine)",1,112.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Bench Press (Machine)",2,127.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Lat Pulldown (Custom)",0,100.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Lat Pulldown (Custom)",1,115.0,8,.0,0,""
2016-04-15 11:37:02,"Basic 2","Lat Pulldown (Custom)",2,115.0,7,.0,0,""
2016-04-15 11:37:02,"Basic 2","Shoulder Press (Machine)",0,84.0,8,.0,0,""
2016-04-15 11:37:02,"Basic 2","Shoulder Press (Machine)",1,84.0,8,.0,0,""
2016-04-15 11:37:02,"Basic 2","Shoulder Press (Machine)",2,84.0,8,.0,0,""
2016-04-15 11:37:02,"Basic 2","Bicep Curl (Machine)",0,50.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Bicep Curl (Machine)",1,50.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Bicep Curl (Machine)",2,50.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Tricep Extension",0,65.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Tricep Extension",1,65.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Tricep Extension",2,65.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Seated Row (Custom)",0,100.0,8,.0,0,""
2016-04-15 11:37:02,"Basic 2","Seated Row (Custom)",1,100.0,8,.0,0,""
2016-04-15 11:37:02,"Basic 2","Seated Row (Custom)",2,100.0,8,.0,0,""
2016-04-15 11:37:02,"Basic 2","Crunch",0,.0,50,.0,0,""
2016-04-15 11:37:02,"Basic 2","Standing Calf Raise",0,155.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Standing Calf Raise",1,155.0,10,.0,0,""
2016-04-15 11:37:02,"Basic 2","Standing Calf Raise",2,175.0,10,.0,0,""
2016-04-17 21:43:40,"Basic 2","Bench Press (Machine)",0,127.0,8,.0,0,""
