"PlayerName","Team","POS","ADP","IP","rPTS","PTS","aPOS","Dollars"
"Kyle Gibson","Twins","SP","283.8","171","662.0","($246.0)","$108.1","($136.9)"
"Gio Gonzalez","Yankees","SP","546.6","158","661.0","($246.9)","$108.1","($137.8)"
"Jhoulys Chacin","Brewers","SP","264.8","166","661.0","($246.9)","$108.1","($137.8)"
"Madison Bumgarner","Giants","SP","97.6","147","657.0","($250.4)","$108.1","($141.3)"
"Lance McCullers Jr.","Astros","SP","999.0","128","652.0","($254.8)","$108.1","($145.7)"
"Sonny Gray","Reds","SP","267.9","146","650.0","($256.5)","$108.1","($147.4)"
"Yu Darvish","Cubs","SP","134.2","124","649.0","($257.4)","$108.1","($148.3)"
"Matthew Boyd","Tigers","SP","336.8","159","648.0","($258.3)","$108.1","($149.2)"
"Vince Velasquez","Phillies","SP","448.8","133","643.0","($262.6)","$108.1","($153.5)"
"Jake Arrieta","Phillies","SP","204.7","152","642.0","($263.5)","$108.1","($154.4)"
"Jake Odorizzi","Twins","SP","524.1","154","641.0","($264.4)","$108.1","($155.3)"
"Trevor Richards","Marlins","SP","413.8","146","633.0","($271.4)","$108.1","($162.3)"
"Yusei Kikuchi","Mariners","SP","179.0","142","628.0","($275.7)","$108.1","($166.6)"
"Andrew Suarez","Giants","SP","595.2","162","628.0","($275.7)","$108.1","($166.6)"
"Corbin Burnes","Brewers","SP","273.5","135","622.0","($281.0)","$108.1","($171.9)"
"Alex Wood","Reds","SP","315.5","140","621.0","($281.8)","$108.1","($172.7)"
"Tanner Roark","Reds","SP","476.5","155","620.0","($282.7)","$108.1","($173.6)"
"Danny Duffy","Royals","SP","574.7","148","616.0","($286.2)","$108.1","($177.1)"
"Collin McHugh","Astros","SP","221.2","134","615.0","($287.1)","$108.1","($178.0)"
"Sean Reid-Foley","Blue Jays","SP","599.7","143","605.0","($295.8)","$108.1","($186.7)"
"Trevor Williams","Pirates","SP","345.9","155","604.0","($296.7)","$108.1","($187.6)"
"Joey Lucchesi","Padres","SP","190.3","128","601.0","($299.3)","$108.1","($190.2)"
"Lance Lynn","Rangers","SP","546.0","146","597.0","($302.8)","$108.1","($193.7)"
"Steven Matz","Mets","SP","243.7","133","596.0","($303.7)","$108.1","($194.6)"
"Drew Gagnon","Mets","SP","999.0","139","587.0","($311.5)","$108.1","($202.4)"
"Tyler Mahle","Reds","SP","591.7","143","586.0","($312.4)","$108.1","($203.3)"
"Tyler Anderson","Rockies","SP","558.7","146","586.0","($312.4)","$108.1","($203.3)"
"Rich Hill","Dodgers","SP","190.0","116","584.0","($314.1)","$108.1","($205.0)"
"Mike Fiers","Athletics","SP","433.3","143","578.0","($319.4)","$108.1","($210.3)"
"Dereck Rodriguez","Giants","SP","398.8","146","576.0","($321.1)","$108.1","($212.0)"
"Enyel De Los Santos","Phillies","SP","999.0","143","575.0","($322.0)","$108.1","($212.9)"
"Michael Fulmer","Tigers","SP","505.4","143","575.0","($322.0)","$108.1","($212.9)"
"Jalen Beeks","Rays","SP","600.3","130","572.0","($324.6)","$108.1","($215.5)"
"Keyvius Sampson","Giants","SP","999.0","127","569.0","($327.2)","$108.1","($218.1)"
"Lucas Giolito","White Sox","SP","575.1","159","568.0","($328.1)","$108.1","($219.0)"
"Marco Gonzales","Mariners","SP","264.3","143","566.0","($329.9)","$108.1","($220.8)"
"Mike Leake","Mariners","SP","588.5","161","565.0","($330.7)","$108.1","($221.6)"
"Zach Eflin","Phillies","SP","297.3","141","564.0","($331.6)","$108.1","($222.5)"
"Bryse Wilson","Braves","SP","556.3","128","563.0","($332.5)","$108.1","($223.4)"
"Austin Gomber","Cardinals","SP","599.0","132","562.0","($333.3)","$108.1","($224.2)"
"Logan Allen","","SP","592.5","130","559.0","($336.0)","$108.1","($226.9)"
"Robert Stephenson","Reds","SP","999.0","119","558.0","($336.8)","$108.1","($227.7)"
"Zach Davies","Brewers","SP","587.7","146","557.0","($337.7)","$108.1","($228.6)"
"Kyle Wright","Braves","SP","476.5","137","556.0","($338.6)","$108.1","($229.5)"
"Chase Anderson","Brewers","SP","534.0","141","555.0","($339.5)","$108.1","($230.4)"
"Johnny Cueto","Giants","SP","599.3","133","555.0","($339.5)","$108.1","($230.4)"
"Derek Holland","Giants","SP","426.8","135","554.0","($340.3)","$108.1","($231.2)"
"Cody Reed","Reds","SP","600.9","130","553.0","($341.2)","$108.1","($232.1)"
"Framber Valdez","Astros","SP","587.4","127","552.0","($342.1)","$108.1","($233.0)"
"Carlos Rodon","White Sox","SP","332.7","130","552.0","($342.1)","$108.1","($233.0)"
"John Gant","Cardinals","SP","592.3","138","548.0","($345.6)","$108.1","($236.5)"
"Nick Neidert","","SP","600.7","139","547.0","($346.4)","$108.1","($237.3)"
"Luke Weaver","Diamondbacks","SP","283.8","133","547.0","($346.4)","$108.1","($237.3)"
"Caleb Ferguson","Dodgers","SP","598.1","110","545.0","($348.2)","$108.1","($239.1)"
"Antonio Senzatela","Rockies","SP","600.6","137","543.0","($349.9)","$108.1","($240.8)"
"Jaime Barria","Angels","SP","565.7","146","542.0","($350.8)","$108.1","($241.7)"
"Zac Gallen","","SP","999.0","135","541.0","($351.7)","$108.1","($242.6)"
"James Shields","","SP","599.0","154","541.0","($351.7)","$108.1","($242.6)"
"Brad Keller","Royals","SP","528.8","156","541.0","($351.7)","$108.1","($242.6)"
"Marcus Stroman","Blue Jays","SP","332.0","139","540.0","($352.6)","$108.1","($243.5)"
"Walker Lockett","Mets","SP","999.0","143","539.0","($353.4)","$108.1","($244.3)"
"Chris Stratton","Angels","SP","599.7","145","539.0","($353.4)","$108.1","($244.3)"
"Jose Urena","Marlins","SP","534.3","144","538.0","($354.3)","$108.1","($245.2)"
"CC Sabathia","Yankees","SP","560.5","132","537.0","($355.2)","$108.1","($246.1)"
"Ryan Borucki","Blue Jays","SP","595.2","152","536.0","($356.0)","$108.1","($246.9)"
"Zack Littell","Twins","SP","999.0","142","536.0","($356.0)","$108.1","($246.9)"
"Eric Lauer","Padres","SP","525.4","129","535.0","($356.9)","$108.1","($247.8)"
"Joe Musgrove","Pirates","SP","203.0","127","533.0","($358.7)","$108.1","($249.6)"
"Conner Menez","","SP","999.0","125","532.0","($359.5)","$108.1","($250.4)"
"Jose Suarez","","SP","999.0","116","532.0","($359.5)","$108.1","($250.4)"
"Michael King","","SP","600.3","146","531.0","($360.4)","$108.1","($251.3)"
"Dakota Hudson","Cardinals","SP","463.5","150","531.0","($360.4)","$108.1","($251.3)"
"Dinelson Lamet","Padres","SP","596.8","105","529.0","($362.2)","$108.1","($253.1)"
"Ryan Yarbrough","Rays","SP","521.5","135","529.0","($362.2)","$108.1","($253.1)"
"Anthony DeSclafani","Reds","SP","487.1","129","527.0","($363.9)","$108.1","($254.8)"
"Brandon Woodruff","Brewers","SP","292.9","118","524.0","($366.5)","$108.1","($257.4)"
"Josh Hader","Brewers","RP","105.1","73","523.0","($367.4)","$108.1","($258.3)"
"Mike Minor","Rangers","SP","421.0","132","523.0","($367.4)","$108.1","($258.3)"
"Felix Hernandez","Mariners","SP","597.7","137","522.0","($368.3)","$108.1","($259.2)"
"Dean Kremer","","SP","999.0","122","521.0","($369.1)","$108.1","($260.0)"
"Daniel Poncedeleon","Cardinals","SP","596.0","119","520.0","($370.0)","$108.1","($260.9)"
"Jeff Samardzija","Giants","SP","448.6","131","520.0","($370.0)","$108.1","($260.9)"
"Sandy Alcantara","Marlins","SP","563.4","142","519.0","($370.9)","$108.1","($261.8)"
"Dan Straily","Orioles","SP","598.0","136","518.0","($371.8)","$108.1","($262.7)"
"Danny Salazar","Indians","SP","574.9","103","518.0","($371.8)","$108.1","($262.7)"
"Brad Peacock","Astros","SP","246.0","94","518.0","($371.8)","$108.1","($262.7)"
"Marco Estrada","Athletics","SP","589.5","142","516.0","($373.5)","$108.1","($264.4)"
"Yonny Chirinos","Rays","SP","579.2","133","515.0","($374.4)","$108.1","($265.3)"
"Felix Pena","Angels","SP","584.8","124","512.0","($377.0)","$108.1","($267.9)"
"Jimmy Nelson","Brewers","SP","322.1","121","511.0","($377.9)","$108.1","($268.8)"
"Chad Kuhl","Pirates","SP","599.8","119","510.0","($378.7)","$108.1","($269.6)"
"Matt Wisler","Padres","SP","999.0","133","508.0","($380.5)","$108.1","($271.4)"
"Jerad Eickhoff","Phillies","SP","586.3","121","507.0","($381.4)","$108.1","($272.3)"
"Anibal Sanchez","Nationals","SP","276.3","119","506.0","($382.2)","$108.1","($273.1)"
"Edwin Diaz","Mets","RP","52.4","72","505.0","($383.1)","$108.1","($274.0)"
"Max Fried","Braves","SP","557.1","111","505.0","($383.1)","$108.1","($274.0)"
"Dylan Cease","","SP","588.5","112","504.0","($384.0)","$108.1","($274.9)"
"Nabil Crismatt","","SP","999.0","137","504.0","($384.0)","$108.1","($274.9)"
"Rogelio Armenteros","","SP","600.9","114","502.0","($385.7)","$108.1","($276.6)"
"Scott Barlow","Royals","SP","999.0","120","502.0","($385.7)","$108.1","($276.6)"
"Michael Wacha","Cardinals","SP","265.9","120","502.0","($385.7)","$108.1","($276.6)"
"Taylor Clarke","","SP","999.0","133","502.0","($385.7)","$108.1","($276.6)"
"Mitch Keller","","SP","582.9","129","502.0","($385.7)","$108.1","($276.6)"
"Junior Guerra","Brewers","SP","600.4","119","501.0","($386.6)","$108.1","($277.5)"
"Daniel Mengden","Athletics","SP","592.0","138","501.0","($386.6)","$108.1","($277.5)"
"Adam Plutko","Indians","SP","999.0","137","501.0","($386.6)","$108.1","($277.5)"
"Jesse Scholtens","","SP","999.0","134","500.0","($387.5)","$108.1","($278.4)"
"Pedro Avila","","SP","999.0","124","500.0","($387.5)","$108.1","($278.4)"
"Aaron Sanchez","Blue Jays","SP","412.8","127","499.0","($388.3)","$108.1","($279.3)"
"Matt Harvey","Angels","SP","473.1","132","499.0","($388.3)","$108.1","($279.3)"
"Ivan Nova","White Sox","SP","594.0","136","498.0","($389.2)","$108.1","($280.1)"
"Drew Pomeranz","Giants","SP","546.6","116","498.0","($389.2)","$108.1","($280.1)"
"Pablo Lopez","Marlins","SP","482.5","127","495.0","($391.8)","$108.1","($282.7)"
"Sal Romano","Reds","SP","600.8","139","494.0","($392.7)","$108.1","($283.6)"
"Joshua James","Astros","SP","276.3","105","494.0","($392.7)","$108.1","($283.6)"
"Justus Sheffield","Mariners","SP","501.6","116","492.0","($394.5)","$108.1","($285.4)"
"Jefry Rodriguez","Indians","SP","999.0","132","492.0","($394.5)","$108.1","($285.4)"
"Francisco Liriano","Pirates","SP","600.8","121","490.0","($396.2)","$108.1","($287.1)"
"Lucas Sims","Reds","SP","999.0","104","490.0","($396.2)","$108.1","($287.1)"
"Ian Kennedy","Royals","SP","600.6","128","489.0","($397.1)","$108.1","($288.0)"
"Hisashi Iwakuma","","SP","999.0","134","489.0","($397.1)","$108.1","($288.0)"
"Tyler Skaggs","Angels","SP","241.1","112","489.0","($397.1)","$108.1","($288.0)"
"Tony Santillan","","SP","999.0","133","488.0","($398.0)","$108.1","($288.9)"
"Trey Supak","","SP","999.0","123","488.0","($398.0)","$108.1","($288.9)"
"Ross Stripling","Dodgers","SP","193.9","106","488.0","($398.0)","$108.1","($288.9)"
"Dustin May","","SP","599.8","131","487.0","($398.8)","$108.1","($289.7)"
"Anthony Banda","Rays","SP","999.0","112","486.0","($399.7)","$108.1","($290.6)"
"Jose Lopez","","SP","999.0","129","485.0","($400.6)","$108.1","($291.5)"
"Wade LeBlanc","Mariners","SP","584.9","130","485.0","($400.6)","$108.1","($291.5)"
"Stephen Gonsalves","Twins","SP","600.9","125","485.0","($400.6)","$108.1","($291.5)"
"Wei-Yin Chen","Marlins","SP","599.5","122","485.0","($400.6)","$108.1","($291.5)"
"Grant Holmes","","SP","999.0","124","484.0","($401.4)","$108.1","($292.3)"
"Matthew Kent","","SP","999.0","150","484.0","($401.4)","$108.1","($292.3)"
"Kodi Medeiros","","SP","999.0","124","483.0","($402.3)","$108.1","($293.2)"
"Emilio Vargas","","SP","999.0","122","483.0","($402.3)","$108.1","($293.2)"
"Robert Dugger","","SP","999.0","131","482.0","($403.2)","$108.1","($294.1)"
"Mike Shawaryn","","SP","999.0","134","482.0","($403.2)","$108.1","($294.1)"
"Ranger Suarez","Phillies","SP","999.0","131","482.0","($403.2)","$108.1","($294.1)"
"Kolby Allard","Braves","SP","601.0","126","482.0","($403.2)","$108.1","($294.1)"
"Hector Santiago","Mets","SP","999.0","112","481.0","($404.1)","$108.1","($295.0)"
"Jake Thompson","","SP","999.0","128","481.0","($404.1)","$108.1","($295.0)"
"Franklyn Kilome","","SP","999.0","127","480.0","($404.9)","$108.1","($295.8)"
"Justin Dunn","","SP","999.0","123","480.0","($404.9)","$108.1","($295.8)"
"Taylor Widener","","SP","600.1","114","479.0","($405.8)","$108.1","($296.7)"
"Brock Burke","","SP","999.0","128","478.0","($406.7)","$108.1","($297.6)"
"Vladimir Gutierrez","","SP","999.0","131","477.0","($407.6)","$108.1","($298.5)"
"Griffin Canning","","SP","599.3","114","475.0","($409.3)","$108.1","($300.2)"
"Alec Mills","Cubs","SP","999.0","122","475.0","($409.3)","$108.1","($300.2)"
"Sam Gaviglio","Blue Jays","SP","600.9","137","474.0","($410.2)","$108.1","($301.1)"
"Nathan Eovaldi","Red Sox","SP","171.0","111","473.0","($411.0)","$108.1","($302.0)"
"Luis Perdomo","Padres","SP","999.0","127","473.0","($411.0)","$108.1","($302.0)"
"Tony Gonsolin","","SP","999.0","118","472.0","($411.9)","$108.1","($302.8)"
"Brett Kennedy","Padres","SP","999.0","118","472.0","($411.9)","$108.1","($302.8)"
"Jordan Montgomery","Yankees","SP","600.6","113","472.0","($411.9)","$108.1","($302.8)"
"Alex Cobb","Orioles","SP","588.5","136","471.0","($412.8)","$108.1","($303.7)"
"Jeff Hoffman","Rockies","SP","999.0","123","471.0","($412.8)","$108.1","($303.7)"
"Aaron Blair","","SP","999.0","125","471.0","($412.8)","$108.1","($303.7)"
"Shaun Anderson","","SP","999.0","130","470.0","($413.7)","$108.1","($304.6)"
"Lewis Thorpe","","SP","999.0","114","470.0","($413.7)","$108.1","($304.6)"
"Harold Arauz","","SP","999.0","127","470.0","($413.7)","$108.1","($304.6)"
"Joel Payamps","","SP","999.0","125","469.0","($414.5)","$108.1","($305.4)"
"Jharel Cotton","Athletics","SP","600.9","112","468.0","($415.4)","$108.1","($306.3)"
"Jesus Luzardo","","SP","290.8","103","467.0","($416.3)","$108.1","($307.2)"
"Connor Seabold","","SP","999.0","120","466.0","($417.2)","$108.1","($308.1)"
"Erik Swanson","","SP","999.0","107","466.0","($417.2)","$108.1","($308.1)"
"Jen-Ho Tseng","Cubs","SP","999.0","136","466.0","($417.2)","$108.1","($308.1)"
"Ervin Santana","White Sox","SP","593.6","122","465.0","($418.0)","$108.1","($308.9)"
"Fernando Romero","Twins","SP","597.3","132","465.0","($418.0)","$108.1","($308.9)"
"JT Brubaker","","SP","999.0","133","464.0","($418.9)","$108.1","($309.8)"
"Cal Quantrill","","SP","600.7","137","464.0","($418.9)","$108.1","($309.8)"
"Austin Voth","Nationals","SP","999.0","125","464.0","($418.9)","$108.1","($309.8)"
"Parker Dunshee","","SP","999.0","120","463.0","($419.8)","$108.1","($310.7)"
"Genesis Cabrera","","SP","999.0","122","463.0","($419.8)","$108.1","($310.7)"
"Wade Miley","Astros","SP","444.2","121","463.0","($419.8)","$108.1","($310.7)"
"Trevor Cahill","Angels","SP","484.0","111","463.0","($419.8)","$108.1","($310.7)"
"Matt Moore","Tigers","SP","600.5","126","463.0","($419.8)","$108.1","($310.7)"
"Clay Holmes","Pirates","SP","999.0","117","463.0","($419.8)","$108.1","($310.7)"
"Luiz Gohara","Braves","SP","592.8","103","462.0","($420.7)","$108.1","($311.6)"
"Anthony Shew","","SP","999.0","134","461.0","($421.5)","$108.1","($312.4)"
"Matt Hall","Tigers","SP","999.0","116","461.0","($421.5)","$108.1","($312.4)"
"Trent Thornton","Blue Jays","SP","999.0","124","461.0","($421.5)","$108.1","($312.4)"
"Jake Faria","Rays","SP","594.9","114","460.0","($422.4)","$108.1","($313.3)"
"Daniel Norris","Tigers","SP","601.0","106","460.0","($422.4)","$108.1","($313.3)"
"Brian Howard","","SP","999.0","123","459.0","($423.3)","$108.1","($314.2)"
"Rico Garcia","","SP","999.0","131","458.0","($424.1)","$108.1","($315.0)"
"Nick Kingham","Pirates","SP","580.9","124","458.0","($424.1)","$108.1","($315.0)"
"Sean Manaea","Athletics","SP","588.0","121","457.0","($425.0)","$108.1","($315.9)"
"Taijuan Walker","Diamondbacks","SP","592.5","115","457.0","($425.0)","$108.1","($315.9)"
"Garrett Richards","Padres","SP","600.5","97","456.0","($425.9)","$108.1","($316.8)"
"Domingo German","Yankees","SP","380.2","101","454.0","($427.6)","$108.1","($318.5)"
"Erick Fedde","Nationals","SP","601.0","112","453.0","($428.5)","$108.1","($319.4)"
"Jordan Zimmermann","Tigers","SP","590.8","127","452.0","($429.4)","$108.1","($320.3)"
"Jordan Guerrero","","SP","999.0","126","451.0","($430.3)","$108.1","($321.2)"
"Frankie Montas","Athletics","SP","577.8","118","451.0","($430.3)","$108.1","($321.2)"
"Duncan Robinson","","SP","999.0","131","451.0","($430.3)","$108.1","($321.2)"
"Jordan Stephens","","SP","999.0","125","450.0","($431.1)","$108.1","($322.0)"
"Ben Lively","Royals","SP","999.0","120","450.0","($431.1)","$108.1","($322.0)"
"William Cuevas","","SP","999.0","126","450.0","($431.1)","$108.1","($322.0)"
"Seth Lugo","Mets","SP","567.1","105","449.0","($432.0)","$108.1","($322.9)"
"John Means","Orioles","SP","999.0","143","448.0","($432.9)","$108.1","($323.8)"
"Brad Hand","Indians","RP","74.6","73","445.0","($435.5)","$108.1","($326.4)"
