"PlayerName","Team","POS","ADP","PA","rPTS","PTS","aPOS","Dollars"
"Ryan O'Hearn","Royals","1B","434.0","581","693.0","($266.0)","$47.6","($217.5)"
"Tyler Flowers","Braves","C","526.2","367","412.0","($561.2)","$342.7","($217.5)"
"Enrique Hernandez","Dodgers","2B/SS/OF","304.4","583","741.0","($215.6)","($2.9)","($217.5)"
"Yolmer Sanchez","White Sox","3B","576.4","616","690.0","($269.2)","$50.7","($217.5)"
"Brandon Crawford","Giants","SS","558.0","637","734.0","($223.0)","($2.9)","($224.8)"
"Franmil Reyes","Padres","OF","219.3","560","723.0","($234.5)","$7.6","($225.9)"
"Josh Phegley","Athletics","C","598.6","384","404.0","($569.6)","$342.7","($225.9)"
"Miguel Sano","Twins","3B","342.0","518","681.0","($278.6)","$50.7","($226.9)"
"Jeff McNeil","Mets","2B","298.1","535","648.0","($313.3)","$85.4","($226.9)"
"Jorge Soler","Royals","OF","313.0","581","721.0","($236.6)","$7.6","($228.0)"
"Jonathan Lucroy","Angels","C","316.3","384","401.0","($572.7)","$342.7","($229.0)"
"Harrison Bader","Cardinals","OF","198.4","582","720.0","($237.7)","$7.6","($229.0)"
"Jose Peraza","Reds","SS","96.0","602","726.0","($231.4)","($2.9)","($233.2)"
"Kevin Pillar","Giants","OF","379.5","609","714.0","($244.0)","$7.6","($235.3)"
"Cedric Mullins II","Orioles","OF","297.6","595","712.0","($246.1)","$7.6","($237.4)"
"Joe Panik","Giants","2B","588.6","560","637.0","($324.9)","$85.4","($238.5)"
"Yuli Gurriel","Astros","1B/3B","200.9","560","667.0","($293.3)","$50.7","($241.6)"
"Austin Meadows","Rays","OF","183.2","546","707.0","($251.3)","$7.6","($242.7)"
"Alex Avila","Diamondbacks","C","600.8","353","387.0","($587.4)","$342.7","($243.7)"
"Jesse Winker","Reds","OF","189.2","560","703.0","($255.5)","$7.6","($246.9)"
"Alex Gordon","Royals","OF","571.1","623","702.0","($256.6)","$7.6","($247.9)"
"Josh Harrison","Tigers","2B","521.3","560","626.0","($336.4)","$85.4","($250.0)"
"Nick Ahmed","Diamondbacks","SS","565.8","622","706.0","($252.4)","($2.9)","($254.2)"
"Ronald Guzman","Rangers","1B","510.2","560","658.0","($302.8)","$47.6","($254.2)"
"Dustin Pedroia","Red Sox","2B","584.3","553","622.0","($340.6)","$85.4","($254.2)"
"Ian Desmond","Rockies","1B/OF","146.2","520","692.0","($267.1)","$7.6","($258.4)"
"Willy Adames","Rays","SS","271.3","623","700.0","($258.7)","($2.9)","($260.5)"
"Luke Voit","Yankees","1B","174.1","490","652.0","($309.1)","$47.6","($260.5)"
"Nick Markakis","Braves","OF","328.4","609","687.0","($272.3)","$7.6","($263.7)"
"Jonathan Schoop","Twins","2B","188.9","490","613.0","($350.1)","$85.4","($263.7)"
"C.J. Cron","Twins","1B/DH","246.2","483","647.0","($314.4)","$47.6","($265.8)"
"Erik Gonzalez","Pirates","2B/3B","596.6","561","607.0","($356.4)","$85.4","($270.0)"
"Francisco Mejia","Padres","C/DH","237.2","337","360.0","($615.8)","$342.7","($272.1)"
"Kevin Plawecki","Indians","C","590.8","320","359.0","($616.9)","$342.7","($273.1)"
"Kurt Suzuki","Nationals","C","347.1","307","358.0","($617.9)","$342.7","($274.2)"
"Renato Nunez","Orioles","3B","572.3","532","630.0","($332.2)","$50.7","($280.5)"
"Jed Lowrie","Mets","2B","401.4","534","597.0","($366.9)","$85.4","($280.5)"
"Nick Senzel","","3B","199.5","470","629.0","($333.3)","$50.7","($281.5)"
"Carlos Gonzalez","Indians","OF","566.4","525","668.0","($292.3)","$7.6","($283.6)"
"Ramon Laureano","Athletics","OF","189.5","525","667.0","($293.3)","$7.6","($284.7)"
"Byron Buxton","Twins","OF","140.1","525","666.0","($294.4)","$7.6","($285.7)"
"Joey Wendle","Rays","2B/3B","225.0","525","592.0","($372.1)","$85.4","($285.7)"
"Austin Hedges","Padres","C","321.6","307","347.0","($629.5)","$342.7","($285.7)"
"DJ LeMahieu","Yankees","2B","312.4","511","591.0","($373.2)","$85.4","($286.8)"
"Luis Urias","Padres","2B","508.3","554","591.0","($373.2)","$85.4","($286.8)"
"Jeff Mathis","Rangers","C","600.9","384","345.0","($631.6)","$342.7","($287.8)"
"Logan Morrison","","1B/DH","600.2","490","625.0","($337.5)","$47.6","($288.9)"
"Blake Swihart","Red Sox","C/OF","567.0","326","342.0","($634.7)","$342.7","($291.0)"
"Kolten Wong","Cardinals","2B","579.3","490","586.0","($378.4)","$85.4","($292.0)"
"Lewis Brinson","Marlins","OF","424.6","595","659.0","($301.7)","$7.6","($293.1)"
"Yan Gomes","Nationals","C","211.8","307","338.0","($638.9)","$342.7","($295.2)"
"Chris Davis","Orioles","1B","587.1","525","613.0","($350.1)","$47.6","($301.5)"
"Hunter Dozier","Royals","1B/3B","573.1","539","592.0","($372.1)","$50.7","($320.4)"
"Ian Happ","Cubs","3B/OF","382.2","447","591.0","($373.2)","$50.7","($321.5)"
"David Fletcher","Angels","2B/3B","586.4","532","552.0","($414.1)","$85.4","($327.8)"
"Steven Duggar","Giants","OF","565.9","560","622.0","($340.6)","$7.6","($332.0)"
"Jason Heyward","Cubs","OF","580.8","525","617.0","($345.9)","$7.6","($337.2)"
"Roberto Perez","Indians","C","597.5","288","297.0","($682.0)","$342.7","($338.3)"
"Marwin Gonzalez","Twins","1B/2B/SS/OF","237.1","497","625.0","($337.5)","($2.9)","($339.3)"
"Brian McCann","Braves","C","559.4","256","294.0","($685.1)","$342.7","($341.4)"
"Curtis Granderson","Marlins","OF/DH","593.0","520","612.0","($351.1)","$7.6","($342.5)"
"Neil Walker","Marlins","1B/2B/3B","576.6","479","538.0","($428.8)","$85.4","($342.5)"
"Mac Williamson","Giants","OF","583.9","533","611.0","($352.2)","$7.6","($343.5)"
"Brandon Nimmo","Mets","OF","174.8","490","610.0","($353.2)","$7.6","($344.6)"
"Ketel Marte","Diamondbacks","2B/SS","227.0","497","617.0","($345.9)","($2.9)","($347.7)"
"Orlando Arcia","Brewers","SS","547.4","560","617.0","($345.9)","($2.9)","($347.7)"
"Jay Bruce","Mariners","1B/OF","283.0","490","606.0","($357.4)","$7.6","($348.8)"
"Dansby Swanson","Braves","SS","520.8","525","610.0","($353.2)","($2.9)","($355.1)"
"Fernando Tatis Jr.","","SS","250.1","490","609.0","($354.3)","($2.9)","($356.1)"
"Jhonatan Solano","","C","999.0","320","280.0","($699.8)","$342.7","($356.1)"
"Leonys Martin","Indians","OF","383.9","490","598.0","($365.8)","$7.6","($357.2)"
"Christian Vazquez","Red Sox","C","568.7","256","275.0","($705.1)","$342.7","($361.4)"
"Tony Wolters","Rockies","C","600.9","256","272.0","($708.2)","$342.7","($364.5)"
"Delino DeShields","Rangers","OF","331.3","490","591.0","($373.2)","$7.6","($364.5)"
"Teoscar Hernandez","Blue Jays","OF","418.5","455","581.0","($383.7)","$7.6","($375.0)"
"Todd Frazier","Mets","3B","586.9","428","534.0","($433.0)","$50.7","($381.3)"
"Russell Martin","Dodgers","C/3B","580.5","224","255.0","($726.1)","$342.7","($382.4)"
"Max Stassi","Astros","C","583.2","224","255.0","($726.1)","$342.7","($382.4)"
"Mark Trumbo","Orioles","DH","565.8","469","580.0","($384.7)","$0.0","($383.7)"
"Joc Pederson","Dodgers","OF","411.7","404","572.0","($393.1)","$7.6","($384.5)"
"Ryon Healy","Mariners","1B","422.3","455","533.0","($434.1)","$47.6","($385.5)"
"Odubel Herrera","Phillies","OF","261.2","455","565.0","($400.5)","$7.6","($391.8)"
"Justin Bour","Angels","1B","467.3","406","527.0","($440.4)","$47.6","($391.8)"
"Carson Kelly","Diamondbacks","C","529.9","224","243.0","($738.7)","$342.7","($395.0)"
"Ben Zobrist","Cubs","2B/OF","537.9","418","486.0","($483.5)","$85.4","($397.1)"
"Tyler Naquin","Indians","OF","590.2","483","557.0","($408.9)","$7.6","($400.2)"
"Travis d'Arnaud","Mets","C","596.5","211","238.0","($743.9)","$342.7","($400.2)"
"Adam Engel","White Sox","OF","593.1","511","550.0","($416.2)","$7.6","($407.6)"
"JaCoby Jones","Tigers","OF","595.5","490","550.0","($416.2)","$7.6","($407.6)"
"Chris Owings","Royals","OF","587.5","483","548.0","($418.3)","$7.6","($409.7)"
"Daniel Palka","White Sox","OF/DH","386.5","434","547.0","($419.4)","$7.6","($410.7)"
"Willians Astudillo","Twins","P/C/2B/3B/OF/DH","274.0","176","219.0","($763.9)","$342.7","($420.2)"
"Gerardo Parra","Giants","OF","585.0","495","535.0","($432.0)","$7.6","($423.3)"
"Jose Martinez","Cardinals","1B/OF","260.6","431","534.0","($433.0)","$7.6","($424.4)"
"Manuel Margot","Padres","OF","317.2","448","534.0","($433.0)","$7.6","($424.4)"
"Rio Ruiz","Orioles","3B","600.8","455","491.0","($478.2)","$50.7","($426.5)"
"Christin Stewart","Tigers","OF/DH","426.6","420","529.0","($438.3)","$7.6","($429.6)"
"Gregory Polanco","Pirates","OF","250.1","385","528.0","($439.3)","$7.6","($430.7)"
"Isiah Kiner-Falefa","Rangers","C/2B/3B","295.1","191","207.0","($776.5)","$342.7","($432.8)"
"Victor Caratini","Cubs","C/1B","595.2","183","206.0","($777.6)","$342.7","($433.8)"
"J.P. Crawford","Mariners","SS","591.1","490","534.0","($433.0)","($2.9)","($434.9)"
"Chance Sisco","Orioles","C","504.3","192","201.0","($782.8)","$342.7","($439.1)"
"Yandy Diaz","Rays","1B/3B/DH","525.3","448","479.0","($490.8)","$50.7","($439.1)"
"Mitch Garver","Twins","C","523.6","174","199.0","($784.9)","$342.7","($441.2)"
"Kevan Smith","Angels","C","598.4","192","197.0","($787.0)","$342.7","($443.3)"
"Mikie Mahtook","Tigers","OF","600.7","441","514.0","($454.1)","$7.6","($445.4)"
"Pedro Severino","Orioles","C","999.0","192","193.0","($791.2)","$342.7","($447.5)"
"Albert Almora Jr.","Cubs","OF","576.2","470","510.0","($458.3)","$7.6","($449.6)"
"James McCann","White Sox","C","578.7","192","190.0","($794.4)","$342.7","($450.7)"
"Jordy Mercer","Tigers","SS","597.0","490","519.0","($448.8)","($2.9)","($450.7)"
"Kyle Seager","Mariners","3B","483.9","385","466.0","($504.5)","$50.7","($452.8)"
"Chris Taylor","Dodgers","SS/OF","252.5","420","516.0","($451.9)","($2.9)","($453.8)"
"Ji-Man Choi","Rays","DH","557.1","420","511.0","($457.2)","$0.0","($456.2)"
"Johan Camargo","Braves","3B","501.0","391","461.0","($509.7)","$50.7","($458.0)"
"J.T. Riddle","Marlins","SS","599.6","490","509.0","($459.3)","($2.9)","($461.2)"
"Jesus Sucre","Orioles","C","999.0","192","178.0","($807.0)","$342.7","($463.3)"
"Billy McKinney","Blue Jays","OF","587.7","420","491.0","($478.2)","$7.6","($469.6)"
"David Freitas","Mariners","C","999.0","173","172.0","($813.3)","$342.7","($469.6)"
"Elias Diaz","Pirates","C","507.2","160","170.0","($815.4)","$342.7","($471.7)"
"Albert Pujols","Angels","1B/DH","546.1","406","449.0","($522.3)","$47.6","($473.8)"
"Manny Pina","Brewers","C","578.9","147","167.0","($818.5)","$342.7","($474.8)"
"Brett Gardner","Yankees","OF","389.6","399","484.0","($485.6)","$7.6","($476.9)"
"Devon Travis","Blue Jays","2B","599.4","350","407.0","($566.4)","$85.4","($480.1)"
"Lucas Duda","Royals","1B/DH","600.3","350","442.0","($529.7)","$47.6","($481.1)"
"Josh Reddick","Astros","OF","558.4","385","480.0","($489.8)","$7.6","($481.1)"
"Michael Perez","Rays","C","600.3","166","160.0","($825.9)","$342.7","($482.2)"
"Steve Pearce","Red Sox","1B/DH","583.7","343","440.0","($531.8)","$47.6","($483.2)"
"Jose Bautista","","3B/OF","600.9","350","429.0","($543.3)","$50.7","($491.6)"
"Mitch Moreland","Red Sox","1B","574.8","350","427.0","($545.4)","$47.6","($496.9)"
"Nick Hundley","Athletics","C","587.5","128","143.0","($843.7)","$342.7","($500.0)"
"Joey Rickard","Orioles","OF","600.5","413","456.0","($515.0)","$7.6","($506.3)"
"Austin Slater","Giants","1B/OF","600.2","400","455.0","($516.0)","$7.6","($507.4)"
"Austin Romine","Yankees","C","578.7","128","135.0","($852.1)","$342.7","($508.4)"
"Matt Wieters","Cardinals","C","591.6","128","130.0","($857.4)","$342.7","($513.7)"
"Freddy Galvis","Blue Jays","SS","584.4","420","458.0","($512.9)","($2.9)","($514.7)"
"Scooter Gennett","Reds","2B","161.2","308","374.0","($601.1)","$85.4","($514.7)"
"Austin Dean","Marlins","OF","600.6","400","445.0","($526.5)","$7.6","($517.9)"
"Sandy Leon","Red Sox","C","600.1","128","126.0","($861.6)","$342.7","($517.9)"
"Chad Wallach","Marlins","C","600.4","128","122.0","($865.8)","$342.7","($522.1)"
"Austin Hays","Orioles","OF","539.6","371","438.0","($533.9)","$7.6","($525.2)"
"Jose Trevino","Rangers","C","601.0","128","118.0","($870.0)","$342.7","($526.3)"
"Dexter Fowler","Cardinals","OF","568.3","354","436.0","($536.0)","$7.6","($527.3)"
"Evan Gattis","","DH","596.4","350","443.0","($528.6)","$0.0","($527.6)"
"Matt Duffy","Rays","3B","578.6","350","394.0","($580.1)","$50.7","($528.4)"
"Peter O'Brien","Marlins","1B/OF","590.2","385","430.0","($542.3)","$7.6","($533.6)"
"John Ryan Murphy","Diamondbacks","C","999.0","111","109.0","($879.4)","$342.7","($535.7)"
"Chris Herrmann","Athletics","C","599.5","96","103.0","($885.7)","$342.7","($542.0)"
"Andrew Knapp","Phillies","C","599.8","96","103.0","($885.7)","$342.7","($542.0)"
"Nate Lowe","","1B","578.1","315","384.0","($590.6)","$47.6","($542.0)"
"Denard Span","","OF","600.9","350","420.0","($552.8)","$7.6","($544.1)"
"Daniel Robertson","Rays","2B/SS","582.8","378","427.0","($545.4)","($2.9)","($547.3)"
"Reese McGuire","Blue Jays","C","600.8","96","97.0","($892.0)","$342.7","($548.3)"
"Luke Maile","Blue Jays","C","601.0","96","94.0","($895.2)","$342.7","($551.5)"
"Hunter Renfroe","Padres","OF","217.7","320","412.0","($561.2)","$7.6","($552.5)"
"Addison Russell","Cubs","SS","585.6","371","420.0","($552.8)","($2.9)","($554.6)"
"Alex Verdugo","Dodgers","OF","513.2","345","409.0","($564.3)","$7.6","($555.7)"
"Raimel Tapia","Rockies","OF/DH","577.3","319","406.0","($567.5)","$7.6","($558.8)"
"Cam Gallagher","Royals","C","599.1","96","86.0","($903.6)","$342.7","($559.9)"
"Ian Kinsler","Padres","2B","455.0","274","326.0","($651.5)","$85.4","($565.1)"
"Erik Kratz","Giants","C","999.0","77","79.0","($911.0)","$342.7","($567.2)"
"Yangervis Solarte","Giants","2B/3B","582.1","287","316.0","($662.0)","$85.4","($575.6)"
"Meibrys Viloria","Royals","C","999.0","77","70.0","($920.4)","$342.7","($576.7)"
"Jordan Luplow","Indians","OF","600.1","315","388.0","($586.4)","$7.6","($577.7)"
"Brandon Drury","Blue Jays","1B/2B/3B/SS/DH","587.5","371","396.0","($578.0)","($2.9)","($579.8)"
"Jose Briceno","Angels","C","999.0","64","65.0","($925.7)","$342.7","($581.9)"
"Daniel Descalso","Cubs","2B/3B","599.9","263","308.0","($670.4)","$85.4","($584.0)"
"Scott Kingery","Phillies","SS","524.8","342","390.0","($584.3)","($2.9)","($586.2)"
"Lonnie Chisenhall","Pirates","OF","593.5","320","378.0","($596.9)","$7.6","($588.3)"
"Richie Martin","","SS","592.0","371","387.0","($587.4)","($2.9)","($589.3)"
"Brandon Lowe","Rays","2B","458.3","245","302.0","($676.7)","$85.4","($590.4)"
"Martin Prado","Marlins","3B","600.8","334","327.0","($650.5)","$50.7","($598.8)"
"Didi Gregorius","Yankees","SS","460.2","294","376.0","($599.0)","($2.9)","($600.9)"
"Stephen Vogt","Giants","C","600.5","45","45.0","($946.7)","$342.7","($603.0)"
"Garrett Hampson","Rockies","2B/SS/OF","171.8","278","370.0","($605.3)","($2.9)","($607.2)"
"Matt Adams","Nationals","1B","573.5","245","319.0","($658.9)","$47.6","($610.3)"
"Austin Wynns","Orioles","C","600.6","38","38.0","($954.0)","$342.7","($610.3)"
"Brett Nicholas","Rockies","C","600.7","32","38.0","($954.0)","$342.7","($610.3)"
"Lourdes Gurriel Jr.","Blue Jays","2B/SS","269.5","315","366.0","($609.5)","($2.9)","($611.4)"
"Tony Kemp","Astros","OF","598.5","301","355.0","($621.1)","$7.6","($612.4)"
"Andrew Knizner","","C","600.1","32","34.0","($958.2)","$342.7","($614.5)"
"Devin Mesoraco","Mets","C","600.1","32","34.0","($958.2)","$342.7","($614.5)"
"Raffy Lopez","Braves","C","999.0","34","33.0","($959.3)","$342.7","($615.6)"
"Caleb Joseph","Diamondbacks","C","600.9","32","32.0","($960.3)","$342.7","($616.6)"
"Kyle Higashioka","Yankees","C","999.0","32","31.0","($961.4)","$342.7","($617.7)"
"Bobby Wilson","Tigers","C","999.0","32","30.0","($962.4)","$342.7","($618.7)"
"Drew Jackson","","2B/SS","999.0","329","359.0","($616.9)","($2.9)","($618.7)"
"Eric Haase","Indians","C/DH","999.0","32","29.0","($963.5)","$342.7","($619.8)"
"Jedd Gyorko","Cardinals","3B","595.5","256","307.0","($671.5)","$50.7","($619.8)"
"Keibert Ruiz","","C","600.4","26","28.0","($964.5)","$342.7","($620.8)"
"Jacob Stallings","Pirates","C","999.0","32","28.0","($964.5)","$342.7","($620.8)"
"Troy Tulowitzki","Yankees","SS","519.5","315","356.0","($620.0)","($2.9)","($621.9)"
"Avisail Garcia","Rays","OF","418.7","280","343.0","($633.7)","$7.6","($625.0)"
"Roman Quinn","Phillies","OF","579.6","260","338.0","($638.9)","$7.6","($630.3)"
"Franklin Barreto","Athletics","2B","574.7","210","263.0","($717.7)","$85.4","($631.3)"
"Eric Thames","Brewers","1B/OF","542.9","231","327.0","($650.5)","$7.6","($641.8)"
"Franchy Cordero","Padres","OF","485.8","248","325.0","($652.6)","$7.6","($643.9)"
"Hernan Perez","Brewers","2B/3B/SS/OF","524.8","279","330.0","($647.3)","($2.9)","($649.2)"
"Jarrod Dyson","Diamondbacks","OF","595.4","246","310.0","($668.3)","$7.6","($659.7)"
"Mark Canha","Athletics","OF","596.8","252","310.0","($668.3)","$7.6","($659.7)"
"Chad Pinder","Athletics","2B/OF","479.3","203","236.0","($746.0)","$85.4","($659.7)"
"Hunter Pence","Rangers","OF","589.7","273","308.0","($670.4)","$7.6","($661.8)"
"Robbie Grossman","Athletics","OF/DH","594.4","259","298.0","($680.9)","$7.6","($672.3)"
"Eduardo Nunez","Red Sox","2B/3B","537.3","182","224.0","($758.7)","$85.4","($672.3)"
"Nicky Delmonico","White Sox","OF","600.9","245","295.0","($684.1)","$7.6","($675.4)"
"Yairo Munoz","Cardinals","2B/3B/SS/OF","561.1","261","302.0","($676.7)","($2.9)","($678.6)"
"Michael A. Taylor","Nationals","OF","567.5","233","291.0","($688.3)","$7.6","($679.6)"
"Brock Holt","Red Sox","2B/SS","590.8","252","300.0","($678.8)","($2.9)","($680.7)"
"David Freese","Dodgers","1B/3B","596.3","217","246.0","($735.5)","$50.7","($683.8)"
"Socrates Brito","Blue Jays","OF","999.0","247","286.0","($693.5)","$7.6","($684.9)"
"Colin Moran","Pirates","3B","575.7","211","244.0","($737.6)","$50.7","($685.9)"
"Wilmer Difo","Nationals","2B/3B","598.9","177","205.0","($778.6)","$85.4","($692.2)"
"Howie Kendrick","Nationals","2B","600.6","166","196.0","($788.1)","$85.4","($701.7)"
"Miguel Rojas","Marlins","1B/3B/SS","589.4","268","278.0","($701.9)","($2.9)","($703.8)"
"Greg Garcia","Padres","2B","999.0","179","190.0","($794.4)","$85.4","($708.0)"
"Greg Bird","Yankees","1B","485.3","175","219.0","($763.9)","$47.6","($715.3)"
"Tim Beckham","Mariners","3B/SS","470.6","245","265.0","($715.6)","($2.9)","($717.4)"
"Kevin Newman","Pirates","SS","599.7","245","265.0","($715.6)","($2.9)","($717.4)"
"Jake Marisnick","Astros","OF","600.5","210","253.0","($728.2)","$7.6","($719.5)"
"Matt Holliday","","1B/OF/DH","999.0","210","246.0","($735.5)","$7.6","($726.9)"
"Christian Walker","Diamondbacks","1B/OF/DH","593.4","195","245.0","($736.6)","$7.6","($727.9)"
"Tommy La Stella","Angels","3B","999.0","196","204.0","($779.7)","$50.7","($727.9)"
"Tyler Wade","Yankees","2B","999.0","154","168.0","($817.5)","$85.4","($731.1)"
"Matt Kemp","Reds","OF","326.6","190","239.0","($742.9)","$7.6","($734.3)"
"Chris Young","","OF","999.0","210","238.0","($743.9)","$7.6","($735.3)"
"Jon Jay","White Sox","OF","596.9","238","237.0","($745.0)","$7.6","($736.4)"
